"X","pop","equar","first_date","equar_date","lambdaValues","tau","beta","c","omega","theta","r","deltaA","epsT","deltaS","E0","IA0","IS0","startProjection_date","FittedTo","Convergence","fitness","distance","Geographical.Level","Geographical.Place","C0","mu","popMultiplier","area"
3107,19676,"28;59;89;120;150;181;212;240;271;301;332;362;393","2020-07-04","2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30;2021-07-31","0.792894316197518;0.95;0.558091603363872;0.304236227836456;0.705574290810621;0.804996092789233;0.919265920067985;0;0;0.427131630253559;0;0.801798238936594;0.801798238936594",5,0.325757451,0.18,0.33,0.071428571,0.100055461568433,0.0647681259072504,0.00186532979969715,"0.0647681259072504;0.0755026422887688;0.0820838776345805;0.0913052365555432;0.0680582845490577;0.0888779596711867;0.117207452734783;0.128073675658443;0.141570685455677;0.147251489680755;0.12128837443382;0.162997456466445;0.131128069538621;0.141554887090624;0.148650973322232;0.141554887090624",1,1,1,"2021-06-01","Cumulative",0,0.995293934367501,2.85025431677936,"muncity","Manito",3,4.05479e-05,0.75,50511000
285,54119,"20;51;82;112;143;173;204;235;263;294;324;355;385;416","2020-06-11","2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30;2021-07-31","0.95;0.644059917636158;0.563737831968393;0.780685812913929;0.919945524561332;0.947925951810615;0.949902598085591;0.94999114221088;0.0609550779334312;0.453652771978104;0.598163624253886;0.771234729403445;0.556783923444365;0.556783923444365",5,0.325757451,0.18,0.33,0.071428571,0.100055461568433,0.0647681259072504,0.00186532979969715,"0.0647681259072504;0.0755026422887688;0.0820838776345805;0.0913052365555432;0.0680582845490577;0.0888779596711867;0.117207452734783;0.128073675658443;0.141570685455677;0.147251489680755;0.12128837443382;0.162997456466445;0.131128069538621;0.141554887090624;0.148650973322232;0.141554887090624",1,1,1,"2021-06-01","Cumulative",52,0.926372131983647,44.082245540778,"muncity","Oas",1,4.05479e-05,0.75,50512000
286,37184,"6;36;67;97;128;159;187;218;248;279;309;340","2020-08-26","2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30;2021-07-31","0.949731801271026;0.949100046847131;0.949333876102653;0.947626778059268;0.949821935713043;0.948793274959548;0.948821015738846;0.0969784378524921;0.00181493561771778;0;0.266346467914108;0.266346467914108",5,0.325757451,0.18,0.33,0.071428571,0.100055461568433,0.0647681259072504,0.00186532979969715,"0.0647681259072504;0.0755026422887688;0.0820838776345805;0.0913052365555432;0.0680582845490577;0.0888779596711867;0.117207452734783;0.128073675658443;0.141570685455677;0.147251489680755;0.12128837443382;0.162997456466445;0.131128069538621;0.141554887090624;0.148650973322232;0.141554887090624",5.12601003163136,4.42070422116687,4.6985562673302,"2021-06-01","Cumulative",0,0.923658088852744,21.393055968949,"muncity","Pio duran",1,4.05479e-05,0.75,50513000
1127,70253,"31;61;92;122;153;184;212;243;273;304;334;365","2020-08-01","2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30;2021-07-31","0.672988375802003;0.800142041062127;0.93398649520421;0.936498903065171;0.95;0.932928857361416;0.444782271626072;0;0;0;0;0",5,0.325757451,0.18,0.33,0.071428571,0.100055461568433,0.0647681259072504,0.00186532979969715,"0.0647681259072504;0.0755026422887688;0.0820838776345805;0.0913052365555432;0.0680582845490577;0.0888779596711867;0.117207452734783;0.128073675658443;0.141570685455677;0.147251489680755;0.12128837443382;0.162997456466445;0.131128069538621;0.141554887090624;0.148650973322232;0.141554887090624",4.49406047770597,1,1,"2021-06-01","Cumulative",0,0.828502578397794,59.532558285281,"muncity","Polangui",1,4.05479e-05,0.75,50514000
1128,29403,"31;61;92;122;153;184;212;243;273;304;334;365","2020-08-01","2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30;2021-07-31","0.948774443139864;0.94919263564933;0.945852273281288;0.946592412031989;0.946055768925889;0.945250074032364;0.946985768896346;0.949206011614926;0.944598372188064;0.779700770969407;0.380309445911553;0.380309445911553",5,0.325757451,0.18,0.33,0.071428571,0.100055461568433,0.0647681259072504,0.00186532979969715,"0.0647681259072504;0.0755026422887688;0.0820838776345805;0.0913052365555432;0.0680582845490577;0.0888779596711867;0.117207452734783;0.128073675658443;0.141570685455677;0.147251489680755;0.12128837443382;0.162997456466445;0.131128069538621;0.141554887090624;0.148650973322232;0.141554887090624",7.51717533618837,5.76543792715252,7.95122178774335,"2021-06-01","Cumulative",0,0.303515699711739,7.34084702408922,"muncity","Rapu-rapu",1,4.05479e-05,0.75,50515000
287,27846,"28;58;89;119;150;181;209;240;270;301;331;362","2020-08-04","2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30;2021-07-31","0.566002865608167;0.716677678662977;0.923142842773541;0.945061275801695;0.949089142967093;0.948817020147233;0.275223031705104;0.836828060040716;0.447967508109286;0.259028780809604;0.756034033268224;0.756034033268224",5,0.325757451,0.18,0.33,0.071428571,0.100055461568433,0.0647681259072504,0.00186532979969715,"0.0647681259072504;0.0755026422887688;0.0820838776345805;0.0913052365555432;0.0680582845490577;0.0888779596711867;0.117207452734783;0.128073675658443;0.141570685455677;0.147251489680755;0.12128837443382;0.162997456466445;0.131128069538621;0.141554887090624;0.148650973322232;0.141554887090624",1,1,1,"2021-06-01","Cumulative",52,0.955687156503214,30.8232071343691,"muncity","Santo domingo (libog)",1,4.05479e-05,0.75,50516000
3108,106609,"18;49;79;110;141;171;202;232;263;294;322;353;383;414;444;475","2020-04-13","2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30;2021-07-31","0.943246130734796;0.889652757094532;0.471360143959782;0.342718125114191;0.678688215001425;0.910921985511188;0.945688173317829;0;0;0.95;0.447713219363943;0;0.65529225060337;0.308097940243771;0.399492202757343;0.399492202757343",5,0.325757451,0.18,0.33,0.071428571,0.100055461568433,0.0647681259072504,0.00186532979969715,"0.0647681259072504;0.0755026422887688;0.0820838776345805;0.0913052365555432;0.0680582845490577;0.0888779596711867;0.117207452734783;0.128073675658443;0.141570685455677;0.147251489680755;0.12128837443382;0.162997456466445;0.131128069538621;0.141554887090624;0.148650973322232;0.141554887090624",1,1,1,"2021-06-01","Cumulative",0,0.995669682192845,7.52852679290401,"muncity","City of tabaco",1,4.05479e-05,0.75,50517000
1129,42300,"8;39;70;100;131;161;192;223;251;282;312;343;373;404","2020-06-23","2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30;2021-07-31","0.805180609443925;0.95;0.380165510520659;0.699278090607467;0.667224416154005;0.349850192079162;0.808397415382214;0.217990187126376;0.629447925004021;0.567696537389106;0.389479431077498;0.199270779070958;0.796142993147985;0.796142993147985",5,0.325757451,0.18,0.33,0.071428571,0.100055461568433,0.0647681259072504,0.00186532979969715,"0.0647681259072504;0.0755026422887688;0.0820838776345805;0.0913052365555432;0.0680582845490577;0.0888779596711867;0.117207452734783;0.128073675658443;0.141570685455677;0.147251489680755;0.12128837443382;0.162997456466445;0.131128069538621;0.141554887090624;0.148650973322232;0.141554887090624",1,1,1,"2021-06-01","Cumulative",52,0.99823619250361,1.92226843841141,"muncity","Tiwi",1,4.05479e-05,0.75,50518000
3109,32832,"20;51;81;112;142;173;204;232;263;293;324;354;385","2020-07-12","2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30;2021-07-31","0.800505465403666;0.582110645244175;0.801067367821484;0.917912921433423;0.941929811590885;0.940651518410281;0.939203906617669;0.810018649246839;0.244308981913011;0.438949952464224;0.294098324333672;0.771289259042731;0.771289259042731",5,0.325757451,0.18,0.33,0.071428571,0.100055461568433,0.0647681259072504,0.00186532979969715,"0.0647681259072504;0.0755026422887688;0.0820838776345805;0.0913052365555432;0.0680582845490577;0.0888779596711867;0.117207452734783;0.128073675658443;0.141570685455677;0.147251489680755;0.12128837443382;0.162997456466445;0.131128069538621;0.141554887090624;0.148650973322232;0.141554887090624",1,1,1,"2021-06-01","Cumulative",52,0.984715696528477,38.5084223030218,"muncity","Basud",1,4.05479e-05,0.75,51601000
1130,25787,"7;38;68;99;129;160;191;219;250;280;311;341;372","2020-07-25","2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30;2021-07-31","0.949983489007372;0.949968551845784;0.95;0.949999402067418;0.949999246279926;0.94999972768874;0.949999429619243;0.949999489587293;0.637761707427876;0.370519015436935;0.531960766978091;0.816976127924045;0.816976127924045",5,0.325757451,0.18,0.33,0.071428571,0.100055461568433,0.0647681259072504,0.00186532979969715,"0.0647681259072504;0.0755026422887688;0.0820838776345805;0.0913052365555432;0.0680582845490577;0.0888779596711867;0.117207452734783;0.128073675658443;0.141570685455677;0.147251489680755;0.12128837443382;0.162997456466445;0.131128069538621;0.141554887090624;0.148650973322232;0.141554887090624",3.39299713067385,3.14095441677106,3.47536659159874,"2021-06-01","Cumulative",0,0.969985549020651,14.2524333156504,"muncity","Capalonga",1,4.05479e-05,0.75,51602000
3110,83881,"10;41;72;102;133;163;194;225;253;284;314;345;375;406","2020-06-21","2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30;2021-07-31","0.868361992256516;0.47839368157498;0.886195743450305;0.375802401487881;0.740705415918981;0.430269618651337;0.95;0.0783749938389952;0.755115786324396;0.154105148629253;0.343106223346446;0.423109142296962;0.358062576478458;0.358062576478458",5,0.325757451,0.18,0.33,0.071428571,0.100055461568433,0.0647681259072504,0.00186532979969715,"0.0647681259072504;0.0755026422887688;0.0820838776345805;0.0913052365555432;0.0680582845490577;0.0888779596711867;0.117207452734783;0.128073675658443;0.141570685455677;0.147251489680755;0.12128837443382;0.162997456466445;0.131128069538621;0.141554887090624;0.148650973322232;0.141554887090624",1,1,1,"2021-06-01","Cumulative",0,0.996436568564786,8.24829376374846,"muncity","Daet ",1,4.05479e-05,0.75,51603000
3111,47734,"24;54;85;115;146;177;205;236;266;297;327;358","2020-08-08","2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30;2021-07-31","0.949920237348465;0.949983736610593;0.95;0.949999784758045;0.949999546933494;0.949999685616209;0.949999772575025;0.949999741758912;0.949999785206842;0.949999363629156;0.949999601738552;0.949999601738552",5,0.325757451,0.18,0.33,0.071428571,0.100055461568433,0.0647681259072504,0.00186532979969715,"0.0647681259072504;0.0755026422887688;0.0820838776345805;0.0913052365555432;0.0680582845490577;0.0888779596711867;0.117207452734783;0.128073675658443;0.141570685455677;0.147251489680755;0.12128837443382;0.162997456466445;0.131128069538621;0.141554887090624;0.148650973322232;0.141554887090624",5.81542664563253,5.27979748901349,5.95646512794735,"2021-06-01","Cumulative",0,0.483216317530669,4.95057444012453,"muncity","Jose panganiban",1,4.05479e-05,0.75,51605000
