Code,Name,GeographicLevel,CityClass,IncomeClassification,UrbanRural,Population
030802009,Parang,Bgy,,,R,3248
030802010,Paysawan,Bgy,,,R,731
030802012,Quinawan,Bgy,,,R,574
030802013,San Antonio,Bgy,,,R,1445
030802014,Saysain,Bgy,,,R,2859
030802015,Tabing-Ilog (Pob.),Bgy,,,U,1281
030802016,Atilano L. Ricardo,Bgy,,,R,2447
030803000,CITY OF BALANGA (Capital),City,CC,4th,,96061
030803001,Bagumbayan,Bgy,,,R,2074
030803003,Cabog-Cabog,Bgy,,,R,2046
030803004,Munting Batangas (Cadre),Bgy,,,R,2755
030803005,Cataning,Bgy,,,U,8137
030803006,Central,Bgy,,,U,5472
030803008,Cupang Proper,Bgy,,,U,9583
030803009,Cupang West,Bgy,,,R,1811
030803010,Dangcol (Bernabe),Bgy,,,R,1784
030803011,Ibayo,Bgy,,,U,2570
030803012,Malabia,Bgy,,,R,723
030803013,Poblacion,Bgy,,,U,799
030803014,Pto. Rivas Ibaba,Bgy,,,R,4315
030803015,Pto. Rivas Itaas,Bgy,,,R,1816
030803016,San Jose,Bgy,,,U,6274
030803017,Sibacan,Bgy,,,R,2256
030803018,Camacho,Bgy,,,R,4170
030803019,Talisay,Bgy,,,R,1907
030803020,Tanato,Bgy,,,R,818
030803021,Tenejero,Bgy,,,U,10964
030803022,Tortugas,Bgy,,,R,2971
030803023,Tuyo,Bgy,,,U,10106
030803024,Bagong Silang,Bgy,,,U,5472
030803025,Cupang North,Bgy,,,R,2536
030803026,Doña Francisca,Bgy,,,U,2219
030803027,Lote,Bgy,,,R,2483
030804000,DINALUPIHAN,Mun,,1st,,106371
030804002,Bangal,Bgy,,,R,4774
030804003,Bonifacio (Pob.),Bgy,,,R,488
030804006,Burgos (Pob.),Bgy,,,R,411
030804007,Colo,Bgy,,,R,3135
030804008,Daang Bago,Bgy,,,R,2822
030804009,Dalao,Bgy,,,R,1573
030804010,Del Pilar (Pob.),Bgy,,,R,291
030804011,Gen. Luna (Pob.),Bgy,,,R,608
030804012,Gomez (Pob.),Bgy,,,R,292
030804013,Happy Valley,Bgy,,,R,1744
030804014,Kataasan,Bgy,,,R,2990
030804015,Layac,Bgy,,,R,1416
030804016,Luacan,Bgy,,,U,6184
030804017,Mabini Proper (Pob.),Bgy,,,R,324
030804018,Mabini Ext. (Pob.),Bgy,,,U,703
030804019,Magsaysay,Bgy,,,R,1737
030804020,Naparing,Bgy,,,R,2705
030804021,New San Jose,Bgy,,,U,6012
030804022,Old San Jose,Bgy,,,R,2421
030804023,Padre Dandan (Pob.),Bgy,,,R,159
030804024,Pag-asa,Bgy,,,R,1981
030804025,Pagalanggang,Bgy,,,R,3931
030804026,Pinulot,Bgy,,,R,4159
030804027,Pita,Bgy,,,R,3578
030804029,Rizal (Pob.),Bgy,,,R,249
030804030,Roosevelt,Bgy,,,U,9032
030804031,Roxas (Pob.),Bgy,,,R,293
030804032,Saguing,Bgy,,,R,4455
030804033,San Benito,Bgy,,,R,2739
030804034,San Isidro (Pob.),Bgy,,,R,983
030804035,San Pablo (Bulate),Bgy,,,U,5942
030804036,San Ramon,Bgy,,,U,3904
030804037,San Simon,Bgy,,,R,1800
030804038,Santo Niño,Bgy,,,R,3190
030804039,Sapang Balas,Bgy,,,R,1271
030804040,Santa Isabel (Tabacan),Bgy,,,U,2412
030804041,Torres Bugauen (Pob.),Bgy,,,R,915
030804042,Tucop,Bgy,,,R,4284
030804043,Zamora (Pob.),Bgy,,,R,356
030804044,Aquino,Bgy,,,R,95
030804045,Bayan-bayanan,Bgy,,,R,728
030804046,Maligaya,Bgy,,,R,1565
030804047,Payangan,Bgy,,,R,770
030804048,Pentor,Bgy,,,R,3041
030804049,Tubo-tubo,Bgy,,,R,549
030804050,"Jose C. Payumo, Jr.",Bgy,,,R,3360
030805000,HERMOSA,Mun,,1st,,65862
030805001,A. Rivera (Pob.),Bgy,,,R,1675
030805002,Almacen,Bgy,,,R,2175
030805003,Bacong,Bgy,,,R,2828
030805004,Balsic,Bgy,,,U,6594
030805005,Bamban,Bgy,,,R,2379
030805006,Burgos-Soliman (Pob.),Bgy,,,R,556
030805007,Cataning (Pob.),Bgy,,,R,3018
030805008,Culis,Bgy,,,U,8610
030805009,Daungan (Pob.),Bgy,,,R,962
030805010,Mabiga,Bgy,,,R,2902
030805011,Mabuco,Bgy,,,R,3238
030805012,Maite,Bgy,,,R,1706
030805013,Mambog - Mandama,Bgy,,,R,2922
030805014,Palihan,Bgy,,,U,6129
030805015,Pandatung,Bgy,,,R,2048
030805016,Pulo,Bgy,,,R,579
030805017,Saba,Bgy,,,R,1875
030805019,San Pedro (Pob.),Bgy,,,R,2318
030805020,Santo Cristo (Pob.),Bgy,,,R,896
030805021,Sumalo,Bgy,,,R,1923
030805023,Tipo,Bgy,,,U,5465
030805024,Judge Roman Cruz Sr. (Mandama),Bgy,,,R,3816
030805025,Sacrifice Valley,Bgy,,,R,1248
030806000,LIMAY,Mun,,1st,,68071
030806001,Alangan,Bgy,,,U,5803
030806002,Kitang I,Bgy,,,U,1930
030806003,Kitang 2 & Luz,Bgy,,,U,4777
030806004,Lamao,Bgy,,,U,19329
030806006,Landing,Bgy,,,R,3209
030806007,Poblacion,Bgy,,,U,701
030806008,Reformista,Bgy,,,R,4711
030806009,Townsite,Bgy,,,U,5178
030806012,Wawa,Bgy,,,R,560
030806013,Duale,Bgy,,,U,7358
030806014,San Francisco de Asis,Bgy,,,U,5900
030806015,St. Francis II,Bgy,,,U,8615
030807000,MARIVELES,Mun,,1st,,127536
030807001,Alas-asin,Bgy,,,U,15047
030807002,Alion,Bgy,,,R,3264
030807003,Batangas II,Bgy,,,U,5951
030807004,Cabcaben,Bgy,,,U,6427
030807005,Lucanin,Bgy,,,U,5169
030807006,Baseco Country (Nassco),Bgy,,,U,4581
030807008,Poblacion,Bgy,,,U,7938
030807009,San Carlos,Bgy,,,U,1517
030807010,San Isidro,Bgy,,,U,5761
030807011,Sisiman,Bgy,,,U,6221
030807013,Balon-Anito,Bgy,,,U,12286
030807014,Biaan,Bgy,,,R,1837
030807015,Camaya,Bgy,,,U,14869
030807016,Ipag,Bgy,,,U,10010
030807017,Malaya,Bgy,,,U,4910
030807018,Maligaya,Bgy,,,U,4407
030807019,Mt. View,Bgy,,,U,10461
030807020,Townsite,Bgy,,,U,6880
030808000,MORONG,Mun,,3rd,,29901
030808001,Binaritan,Bgy,,,U,5966
030808002,Mabayo,Bgy,,,R,4771
030808003,Nagbalayong,Bgy,,,U,6207
030808004,Poblacion,Bgy,,,U,5511
030808005,Sabang,Bgy,,,U,7446
030809000,ORANI,Mun,,3rd,,66909
030809001,Bagong Paraiso (Pob.),Bgy,,,R,2835
030809002,Balut (Pob.),Bgy,,,U,1355
030809003,Bayan (Pob.),Bgy,,,U,6018
030809004,Calero (Pob.),Bgy,,,R,1438
030809005,Paking-Carbonero (Pob.),Bgy,,,R,1164
030809006,Centro II (Pob.),Bgy,,,R,431
030809007,Dona,Bgy,,,U,1249
030809008,Kaparangan,Bgy,,,R,3021
030809009,Masantol,Bgy,,,U,690
030809010,Mulawin,Bgy,,,U,4380
030809011,Pag-asa,Bgy,,,R,2486
030809012,Palihan (Pob.),Bgy,,,U,2581
030809013,Pantalan Bago (Pob.),Bgy,,,U,2250
030809014,Pantalan Luma (Pob.),Bgy,,,U,5563
030809015,Parang Parang (Pob.),Bgy,,,R,1407
030809016,Centro I (Pob.),Bgy,,,U,501
030809017,Sibul,Bgy,,,R,1283
030809018,Silahis,Bgy,,,R,510
030809019,Tala,Bgy,,,R,1467
030809020,Talimundoc,Bgy,,,R,2493
030809021,Tapulao,Bgy,,,U,5023
030809022,Tenejero (Pob.),Bgy,,,R,1968
030809023,Tugatog,Bgy,,,U,6856
030809024,Wawa (Pob.),Bgy,,,R,729
030809025,Apollo,Bgy,,,R,1955
030809026,Kabalutan,Bgy,,,R,2462
030809027,Maria Fe,Bgy,,,R,2146
030809028,Puksuan,Bgy,,,R,645
030809029,Tagumpay,Bgy,,,R,2003
030810000,ORION,Mun,,2nd,,56002
030810001,Arellano (Pob.),Bgy,,,U,644
030810002,Bagumbayan (Pob.),Bgy,,,R,1309
030810003,Balagtas (Pob.),Bgy,,,U,1963
030810004,Balut (Pob.),Bgy,,,R,1391
030810007,Bantan,Bgy,,,R,1403
030810008,Bilolo,Bgy,,,U,6803
030810009,Calungusan,Bgy,,,U,1610
030810010,Camachile,Bgy,,,R,1587
030810011,Daang Bago (Pob.),Bgy,,,R,969
030810012,Daang Bilolo (Pob.),Bgy,,,U,2745
030810013,Daang Pare,Bgy,,,U,6297
030810014,General Lim (Kaput),Bgy,,,R,3956
030810016,Kapunitan,Bgy,,,U,5237
030810017,Lati (Pob.),Bgy,,,R,1113
030810018,Lusungan (Pob.),Bgy,,,R,1647
030810020,Puting Buhangin,Bgy,,,R,2696
030810021,Sabatan,Bgy,,,U,3651
030810022,San Vicente (Pob.),Bgy,,,U,1391
030810024,Santo Domingo,Bgy,,,U,4107
030810027,Villa Angeles (Pob.),Bgy,,,U,1161
030810028,Wakas (Pob.),Bgy,,,U,768
030810029,Wawa (Pob.),Bgy,,,R,1818
030810030,Santa Elena,Bgy,,,R,1736
030811000,PILAR,Mun,,3rd,,41823
030811001,Ala-uli,Bgy,,,U,4458
030811003,Bagumbayan,Bgy,,,R,1427
030811005,Balut I,Bgy,,,R,1151
030811006,Balut II,Bgy,,,R,1260
030811007,Bantan Munti,Bgy,,,R,467
030811009,Burgos,Bgy,,,R,1227
030811011,Del Rosario (Pob.),Bgy,,,R,1847
030811012,Diwa,Bgy,,,R,2491
030811013,Landing,Bgy,,,R,1311
030811014,Liyang,Bgy,,,R,2345
030811016,Nagwaling,Bgy,,,R,3006
030811019,Panilao,Bgy,,,U,5488
030811020,Pantingan,Bgy,,,R,1442
030811021,Poblacion,Bgy,,,R,1399
030811022,Rizal (Pob.),Bgy,,,R,847
030811023,Santa Rosa,Bgy,,,U,6942
030811025,Wakas North,Bgy,,,R,1109
030811026,Wakas South,Bgy,,,R,1616
030811027,Wawa,Bgy,,,R,1990
030812000,SAMAL,Mun,,4th,,35298
030812001,East Calaguiman (Pob.),Bgy,,,R,2573
030812002,East Daang Bago (Pob.),Bgy,,,R,1169
030812003,Ibaba (Pob.),Bgy,,,R,3210
030812004,Imelda,Bgy,,,U,2665
030812005,Lalawigan,Bgy,,,U,3926
030812006,Palili,Bgy,,,R,2092
030812008,San Juan (Pob.),Bgy,,,R,4230
030812009,San Roque (Pob.),Bgy,,,R,1159
030812010,Santa Lucia,Bgy,,,R,2480
030812011,Sapa,Bgy,,,R,3682
030812012,Tabing Ilog,Bgy,,,R,2184
030812013,Gugo,Bgy,,,U,3756
030812014,West Calaguiman (Pob.),Bgy,,,R,1419
030812015,West Daang Bago (Pob.),Bgy,,,R,753
031400000,BULACAN,Prov,,1st,,3292071
031401000,ANGAT,Mun,,1st,,59237
031401001,Banaban,Bgy,,,R,2140
031401002,Baybay,Bgy,,,R,855
031401003,Binagbag,Bgy,,,U,5182
031401005,Donacion,Bgy,,,U,2603
031401006,Encanto,Bgy,,,U,4665
031401007,Laog,Bgy,,,R,1225
031401008,Marungko,Bgy,,,R,4344
031401009,Niugan,Bgy,,,R,4607
031401010,Paltok,Bgy,,,R,1447
031401013,Pulong Yantok,Bgy,,,R,4940
031401014,San Roque (Pob.),Bgy,,,U,5168
031401015,Santa Cruz (Pob.),Bgy,,,U,5641
031401016,Santa Lucia,Bgy,,,R,2475
031401017,Santo Cristo (Pob.),Bgy,,,R,4999
031401018,Sulucan,Bgy,,,U,5723
031401019,Taboc,Bgy,,,U,3223
031402000,BALAGTAS (BIGAA),Mun,,1st,,73929
031402002,Borol 2nd,Bgy,,,U,7243
031402003,Borol 1st,Bgy,,,U,10190
031402004,Dalig,Bgy,,,R,1949
031402005,Longos,Bgy,,,R,2779
031402007,Panginay,Bgy,,,U,12578
031402008,Pulong Gubat,Bgy,,,U,7701
031402009,San Juan,Bgy,,,U,10158
031402010,Santol,Bgy,,,U,16346
031402011,Wawa (Pob.),Bgy,,,U,4985
031403000,BALIUAG,Mun,,1st,,149954
031403001,Bagong Nayon,Bgy,,,U,5616
031403002,Barangca,Bgy,,,R,3051
031403003,Calantipay,Bgy,,,U,2784
031403004,Catulinan,Bgy,,,R,1916
031403005,Concepcion,Bgy,,,U,9933
031403006,Hinukay,Bgy,,,R,2140
031403007,Makinabang,Bgy,,,U,11715
031403008,Matangtubig,Bgy,,,R,2630
031403010,Pagala,Bgy,,,U,3843
031403011,Paitan,Bgy,,,R,1517
031403012,Piel,Bgy,,,R,2229
031403013,Pinagbarilan,Bgy,,,U,5357
031403014,Poblacion,Bgy,,,U,9448
031403016,Sabang,Bgy,,,U,11350
031403017,San Jose,Bgy,,,U,6575
031403018,San Roque,Bgy,,,R,3554
031403019,Santa Barbara,Bgy,,,U,11676
031403020,Santo Cristo,Bgy,,,U,8840
031403021,Santo Niño,Bgy,,,U,3818
031403022,Subic,Bgy,,,U,5506
031403023,Sulivan,Bgy,,,U,5070
031403024,Tangos,Bgy,,,U,5699
031403025,Tarcan,Bgy,,,U,7333
031403026,Tiaong,Bgy,,,U,5006
031403027,Tibag,Bgy,,,U,3014
031403028,Tilapayong,Bgy,,,R,3389
031403030,Virgen delas Flores,Bgy,,,U,6945
031404000,BOCAUE,Mun,,1st,,119675
031404001,Antipona,Bgy,,,R,2289
031404002,Bagumbayan,Bgy,,,R,3573
031404003,Bambang,Bgy,,,U,7830
031404004,Batia,Bgy,,,U,31663
031404005,Biñang 1st,Bgy,,,R,3496
031404006,Biñang 2nd,Bgy,,,U,2072
031404007,Bolacan,Bgy,,,U,1199
031404008,Bundukan,Bgy,,,U,6796
031404009,Bunlo,Bgy,,,U,4686
031404010,Caingin,Bgy,,,U,5551
031404011,Duhat,Bgy,,,U,7444
031404012,Igulot,Bgy,,,R,1408
031404013,Lolomboy,Bgy,,,U,16507
031404014,Poblacion,Bgy,,,R,405
031404015,Sulucan,Bgy,,,U,2572
031404016,Taal,Bgy,,,U,8681
031404017,Tambobong,Bgy,,,U,5558
031404018,Turo,Bgy,,,U,6058
031404019,Wakas,Bgy,,,U,1887
031405000,BULACAN,Mun,,1st,,76565
031405001,Bagumbayan,Bgy,,,U,3701
031405002,Balubad,Bgy,,,U,3357
031405003,Bambang,Bgy,,,U,13604
031405004,Matungao,Bgy,,,U,11646
031405005,Maysantol,Bgy,,,R,2768
031405006,Perez,Bgy,,,R,2381
031405007,Pitpitan,Bgy,,,U,4516
031405009,San Francisco,Bgy,,,U,6145
031405010,San Jose (Pob.),Bgy,,,U,3372
031405012,San Nicolas,Bgy,,,U,5804
031405013,Santa Ana,Bgy,,,U,8122
031405014,Santa Ines,Bgy,,,R,2508
031405015,Taliptip,Bgy,,,U,5490
031405016,Tibig,Bgy,,,R,3151
031406000,BUSTOS,Mun,,2nd,,67039
031406001,Bonga Mayor,Bgy,,,R,3792
031406002,Bonga Menor,Bgy,,,U,4619
031406003,Buisan,Bgy,,,R,1869
031406004,Camachilihan,Bgy,,,U,2552
031406005,Cambaog,Bgy,,,U,6242
031406006,Catacte,Bgy,,,U,7990
031406007,Liciada,Bgy,,,U,5017
031406008,Malamig,Bgy,,,U,5633
031406009,Malawak,Bgy,,,U,2789
031406010,Poblacion,Bgy,,,U,7153
031406011,San Pedro,Bgy,,,U,6994
031406012,Talampas,Bgy,,,R,3325
031406013,Tanawan,Bgy,,,U,2862
031406014,Tibagan,Bgy,,,U,6202
031407000,CALUMPIT,Mun,,1st,,108757
031407001,Balite,Bgy,,,R,3216
031407002,Balungao,Bgy,,,U,5044
031407004,Buguion,Bgy,,,R,3296
031407005,Bulusan,Bgy,,,R,2564
031407006,Calizon,Bgy,,,R,1999
031407007,Calumpang,Bgy,,,U,4159
031407008,Caniogan,Bgy,,,U,4278
031407009,Corazon,Bgy,,,R,2458
031407010,Frances,Bgy,,,U,5770
031407011,Gatbuca,Bgy,,,U,6332
031407012,Gugo,Bgy,,,R,1770
031407013,Iba Este,Bgy,,,U,2754
031407014,Iba O'Este,Bgy,,,U,12359
031407015,Longos,Bgy,,,R,3444
031407016,Meysulao,Bgy,,,R,4109
031407017,Meyto,Bgy,,,R,2971
031407018,Palimbang,Bgy,,,R,2117
031407019,Panducot,Bgy,,,R,2501
031407020,Pio Cruzcosa,Bgy,,,U,4336
031407021,Poblacion,Bgy,,,U,1909
031407022,Pungo,Bgy,,,U,8347
031407023,San Jose,Bgy,,,U,5437
031407024,San Marcos,Bgy,,,U,2255
031407025,San Miguel,Bgy,,,R,4998
031407026,Santa Lucia,Bgy,,,R,2206
031407027,Santo Niño,Bgy,,,R,1955
031407028,Sapang Bayan,Bgy,,,R,2762
031407029,Sergio Bayan,Bgy,,,U,1967
031407030,Sucol,Bgy,,,R,1444
031408000,GUIGUINTO,Mun,,1st,,99730
031408001,Cutcut,Bgy,,,R,2940
031408002,Daungan,Bgy,,,R,1800
031408003,Ilang-Ilang,Bgy,,,U,5628
031408004,Malis,Bgy,,,U,16223
031408005,Panginay,Bgy,,,R,1528
031408006,Poblacion,Bgy,,,U,4099
031408007,Pritil,Bgy,,,U,5172
031408008,Pulong Gubat,Bgy,,,U,1879
031408009,Santa Cruz,Bgy,,,U,12216
031408010,Santa Rita,Bgy,,,U,13687
031408011,Tabang,Bgy,,,U,8832
031408012,Tabe,Bgy,,,U,8310
031408013,Tiaong,Bgy,,,U,7640
031408015,Tuktukan,Bgy,,,U,9776
031409000,HAGONOY,Mun,,1st,,129807
031409001,Abulalas,Bgy,,,U,5283
031409002,Carillo,Bgy,,,R,1708
031409003,Iba,Bgy,,,U,5321
031409004,Mercado,Bgy,,,U,7114
031409005,Palapat,Bgy,,,R,2364
031409006,Pugad,Bgy,,,R,1907
031409007,Sagrada Familia,Bgy,,,U,6569
031409008,San Agustin,Bgy,,,U,10336
031409009,San Isidro,Bgy,,,U,8102
031409011,San Jose,Bgy,,,R,4646
031409012,San Juan,Bgy,,,R,3542
031409013,San Miguel,Bgy,,,U,5888
031409014,San Nicolas,Bgy,,,U,5113
031409015,San Pablo,Bgy,,,R,3346
031409016,San Pascual,Bgy,,,U,5957
031409017,San Pedro,Bgy,,,U,5042
031409018,San Roque,Bgy,,,R,4908
031409019,San Sebastian,Bgy,,,U,8193
031409020,Santa Cruz,Bgy,,,R,3484
031409021,Santa Elena,Bgy,,,R,4918
031409022,Santa Monica,Bgy,,,U,8317
031409023,Santo Niño (Pob.),Bgy,,,U,4415
031409024,Santo Rosario,Bgy,,,U,5251
031409025,Tampok,Bgy,,,R,2635
031409026,Tibaguin,Bgy,,,R,2884
031409027,Iba-Ibayo,Bgy,,,R,2564
031410000,CITY OF MALOLOS (Capital),City,CC,3rd,,252074
031410001,Anilao,Bgy,,,R,3078
031410002,Atlag,Bgy,,,U,5294
031410003,Babatnin,Bgy,,,R,958
031410004,Bagna,Bgy,,,U,5321
031410005,Bagong Bayan,Bgy,,,U,3688
031410006,Balayong,Bgy,,,R,3338
031410007,Balite,Bgy,,,U,2813
031410008,Bangkal,Bgy,,,U,12437
031410010,Barihan,Bgy,,,U,5833
031410012,Bulihan,Bgy,,,U,13510
031410013,Bungahan,Bgy,,,R,2965
031410014,Dakila,Bgy,,,U,5352
031410015,Guinhawa,Bgy,,,U,4086
031410016,Caingin,Bgy,,,U,6899
031410017,Calero,Bgy,,,U,1281
031410018,Caliligawan,Bgy,,,R,302
031410019,Canalate,Bgy,,,R,4124
031410020,Caniogan,Bgy,,,U,5132
031410021,Catmon,Bgy,,,U,2382
031410022,Ligas,Bgy,,,U,6624
031410023,Liyang,Bgy,,,U,1661
031410025,Longos,Bgy,,,U,14864
031410026,Look 1st,Bgy,,,U,6808
031410027,Look 2nd,Bgy,,,U,3108
031410028,Lugam,Bgy,,,R,4711
031410029,Mabolo,Bgy,,,U,6435
031410031,Mambog,Bgy,,,R,2673
031410032,Masile,Bgy,,,R,832
031410033,Matimbo,Bgy,,,U,6516
031410034,Mojon,Bgy,,,U,18239
031410035,Namayan,Bgy,,,R,771
031410036,Niugan,Bgy,,,R,828
031410037,Pamarawan,Bgy,,,R,3336
031410038,Panasahan,Bgy,,,U,8818
031410039,Pinagbakahan,Bgy,,,U,6087
031410041,San Agustin,Bgy,,,U,2262
031410042,San Gabriel,Bgy,,,U,2467
031410043,San Juan,Bgy,,,U,4388
031410044,San Pablo,Bgy,,,U,5240
031410045,San Vicente (Pob.),Bgy,,,U,2790
031410046,Santiago,Bgy,,,R,1973
031410047,Santisima Trinidad,Bgy,,,U,6524
031410048,Santo Cristo,Bgy,,,R,2025
031410049,Santo Niño (Pob.),Bgy,,,U,561
031410050,Santo Rosario (Pob.),Bgy,,,U,7633
031410051,Santol,Bgy,,,U,8646
031410052,Sumapang Bata,Bgy,,,U,2645
031410053,Sumapang Matanda,Bgy,,,U,7554
031410054,Taal,Bgy,,,R,2231
031410055,Tikay,Bgy,,,U,10094
031410056,Cofradia,Bgy,,,U,3937
031411000,MARILAO,Mun,,1st,,221965
031411001,Abangan Norte,Bgy,,,U,9424
031411002,Abangan Sur,Bgy,,,U,9625
031411003,Ibayo,Bgy,,,U,10103
031411004,Lambakin,Bgy,,,U,42821
031411005,Lias,Bgy,,,U,12900
031411006,Loma de Gato,Bgy,,,U,57569
031411007,Nagbalon,Bgy,,,U,4015
031411008,Patubig,Bgy,,,U,7501
031411009,Poblacion I,Bgy,,,U,1826
031411010,Poblacion II,Bgy,,,U,5475
031411011,Prenza I,Bgy,,,U,7065
031411012,Prenza II,Bgy,,,U,11229
031411013,Santa Rosa I,Bgy,,,U,10793
031411014,Santa Rosa II,Bgy,,,U,9648
031411015,Saog,Bgy,,,U,14950
031411016,Tabing Ilog,Bgy,,,U,7021
031412000,CITY OF MEYCAUAYAN,City,CC,3rd,,209083
031412001,Bagbaguin,Bgy,,,U,7760
031412002,Bahay Pare,Bgy,,,U,11568
031412003,Bancal,Bgy,,,U,12589
031412004,Banga,Bgy,,,U,2913
031412005,Bayugo,Bgy,,,U,18560
031412006,Calvario,Bgy,,,U,5317
031412007,Camalig,Bgy,,,U,8972
031412008,Hulo,Bgy,,,U,1675
031412009,Iba,Bgy,,,U,8032
031412010,Langka,Bgy,,,R,3871
031412011,Lawa,Bgy,,,U,12854
031412012,Libtong,Bgy,,,U,10552
031412013,Liputan,Bgy,,,R,1584
031412014,Longos,Bgy,,,R,3412
031412015,Malhacan,Bgy,,,U,22205
031412016,Pajo,Bgy,,,U,6166
031412017,Pandayan,Bgy,,,U,15264
031412018,Pantoc,Bgy,,,U,11804
031412019,Perez,Bgy,,,U,17251
031412020,Poblacion,Bgy,,,R,348
031412021,Saluysoy,Bgy,,,U,10347
031412022,Saint Francis (Gasak),Bgy,,,R,1288
031412023,Tugatog,Bgy,,,U,4407
031412024,Ubihan,Bgy,,,R,2255
031412025,Zamora,Bgy,,,R,2646
031412026,Caingin,Bgy,,,U,5443
031413000,NORZAGARAY,Mun,,1st,,111348
031413003,Bangkal,Bgy,,,R,1419
031413004,Baraka,Bgy,,,R,523
031413006,Bigte,Bgy,,,U,12118
031413007,Bitungol,Bgy,,,U,10177
031413015,Matictic,Bgy,,,U,12025
031413016,Minuyan,Bgy,,,U,10038
031413020,Partida,Bgy,,,U,5422
031413021,Pinagtulayan,Bgy,,,R,1996
031413022,Poblacion,Bgy,,,U,16262
031413024,San Mateo,Bgy,,,U,8630
031413031,Tigbe,Bgy,,,U,16058
031413032,San Lorenzo,Bgy,,,R,1990
031413033,Friendship Village Resources (FVR),Bgy,,,U,14690
031414000,OBANDO,Mun,,2nd,,59197
031414001,Binuangan,Bgy,,,U,5218
031414002,Catanghalan,Bgy,,,U,3164
031414003,Hulo,Bgy,,,R,2503
031414004,Lawa,Bgy,,,U,8452
031414005,Salambao,Bgy,,,R,1575
031414006,Paco,Bgy,,,U,6866
031414007,Pag-asa (Pob.),Bgy,,,R,3458
031414008,Paliwas,Bgy,,,U,6113
031414009,Panghulo,Bgy,,,U,12763
031414010,San Pascual,Bgy,,,U,7228
031414011,Tawiran,Bgy,,,R,1857
031415000,PANDI,Mun,,2nd,,89075
031415001,Bagbaguin,Bgy,,,R,2327
031415002,Bagong Barrio,Bgy,,,U,10857
031415003,Bunsuran III,Bgy,,,U,2416
031415004,Bunsuran I,Bgy,,,U,4607
031415005,Bunsuran II,Bgy,,,U,3404
031415006,Cacarong Bata,Bgy,,,R,1434
031415007,Cacarong Matanda,Bgy,,,U,6193
031415008,Cupang,Bgy,,,R,2719
031415009,Malibong Bata,Bgy,,,R,2387
031415010,Malibong Matanda,Bgy,,,U,6296
031415011,Manatal,Bgy,,,R,3047
031415012,Mapulang Lupa,Bgy,,,U,8775
031415013,Masagana,Bgy,,,R,2496
031415014,Masuso,Bgy,,,U,3240
031415015,Pinagkuartelan,Bgy,,,U,4013
031415016,Poblacion,Bgy,,,U,7764
031415017,Real de Cacarong,Bgy,,,R,3421
031415018,San Roque,Bgy,,,R,2676
031415019,Siling Bata,Bgy,,,U,4875
031415020,Siling Matanda,Bgy,,,R,3679
031415021,Baka-bakahan,Bgy,,,R,848
031415022,Santo Niño,Bgy,,,R,1601
031416000,PAOMBONG,Mun,,3rd,,53294
031416001,Binakod,Bgy,,,R,1582
031416002,Kapitangan,Bgy,,,U,4262
031416003,Malumot,Bgy,,,R,1439
031416004,Masukol,Bgy,,,R,1545
031416006,Pinalagdan,Bgy,,,U,3163
031416007,Poblacion,Bgy,,,R,1194
031416009,San Isidro I,Bgy,,,U,3641
031416010,San Isidro II,Bgy,,,U,11177
031416011,San Jose,Bgy,,,U,5211
031416012,San Roque,Bgy,,,R,4847
031416013,San Vicente,Bgy,,,U,2811
031416014,Santa Cruz,Bgy,,,R,1611
031416015,Santo Niño,Bgy,,,R,3640
031416016,Santo Rosario,Bgy,,,U,7171
031417000,PLARIDEL,Mun,,1st,,107805
031417001,Agnaya,Bgy,,,U,2585
031417002,Bagong Silang,Bgy,,,R,3322
031417003,Banga I,Bgy,,,U,7030
031417004,Banga II,Bgy,,,U,9036
031417005,Bintog,Bgy,,,R,4122
031417006,Bulihan,Bgy,,,U,5721
031417007,Culianin,Bgy,,,R,4130
031417008,Dampol,Bgy,,,U,3183
031417010,Lagundi,Bgy,,,U,4243
031417011,Lalangan,Bgy,,,R,2077
031417012,Lumang Bayan,Bgy,,,U,5361
031417014,Parulan,Bgy,,,U,7590
031417015,Poblacion,Bgy,,,U,3901
031417016,Rueda,Bgy,,,R,1803
031417017,San Jose,Bgy,,,U,4448
031417018,Santa Ines,Bgy,,,R,2953
031417019,Santo Niño,Bgy,,,U,10761
031417020,Sipat,Bgy,,,U,5856
031417021,Tabang,Bgy,,,U,19683
031418000,PULILAN,Mun,,1st,,97323
031418001,Balatong A,Bgy,,,R,1656
031418002,Balatong B,Bgy,,,R,3691
031418003,Cutcot,Bgy,,,U,7152
031418005,Dampol I,Bgy,,,U,6028
031418006,Dampol II-A,Bgy,,,U,4225
031418007,Dampol II-B,Bgy,,,U,4706
031418008,Dulong Malabon,Bgy,,,R,3926
031418009,Inaon,Bgy,,,U,8037
031418010,Longos,Bgy,,,U,5426
031418011,Lumbac,Bgy,,,R,4073
031418018,Paltao,Bgy,,,U,6543
031418020,Penabatan,Bgy,,,R,1996
031418022,Poblacion,Bgy,,,U,12227
031418025,Santa Peregrina,Bgy,,,U,1553
031418026,Santo Cristo,Bgy,,,U,6831
031418033,Taal,Bgy,,,U,6774
031418034,Tabon,Bgy,,,R,4355
031418035,Tibag,Bgy,,,U,4235
031418037,Tinejero,Bgy,,,U,3889
031419000,SAN ILDEFONSO,Mun,,1st,,104471
031419001,Akle,Bgy,,,U,4330
