"","date","confirm","region"
"62",2022-01-01,19,"10000000"
"63",2022-01-02,20,"10000000"
"64",2022-01-03,29,"10000000"
"65",2022-01-04,26,"10000000"
"66",2022-01-05,63,"10000000"
"67",2022-01-06,122,"10000000"
"68",2022-01-07,217,"10000000"
"69",2022-01-08,327,"10000000"
"70",2022-01-09,382,"10000000"
"71",2022-01-10,521,"10000000"
"72",2022-01-11,447,"10000000"
"73",2022-01-12,409,"10000000"
"74",2022-01-13,795,"10000000"
"75",2022-01-14,920,"10000000"
"76",2022-01-15,874,"10000000"
"77",2022-01-16,1041,"10000000"
"78",2022-01-17,1395,"10000000"
"79",2022-01-18,905,"10000000"
"80",2022-01-19,729,"10000000"
"81",2022-01-20,1154,"10000000"
"82",2022-01-21,1656,"10000000"
"83",2022-01-22,1643,"10000000"
"84",2022-01-23,969,"10000000"
"85",2022-01-24,1942,"10000000"
"86",2022-01-25,976,"10000000"
"87",2022-01-26,508,"10000000"
"88",2022-01-27,1116,"10000000"
"89",2022-01-28,644,"10000000"
"90",2022-01-29,1305,"10000000"
"91",2022-01-30,1011,"10000000"
"92",2022-01-31,688,"10000000"
"93",2022-02-01,453,"10000000"
"94",2022-02-02,216,"10000000"
"95",2022-02-03,535,"10000000"
"96",2022-02-04,405,"10000000"
"97",2022-02-05,393,"10000000"
"98",2022-02-06,380,"10000000"
"99",2022-02-07,393,"10000000"
"100",2022-02-08,133,"10000000"
"101",2022-02-09,211,"10000000"
"102",2022-02-10,136,"10000000"
"103",2022-02-11,176,"10000000"
"104",2022-02-12,146,"10000000"
"105",2022-02-13,135,"10000000"
"106",2022-02-14,142,"10000000"
"107",2022-02-15,85,"10000000"
"108",2022-02-16,113,"10000000"
"109",2022-02-17,95,"10000000"
"110",2022-02-18,111,"10000000"
"111",2022-02-19,81,"10000000"
"112",2022-02-20,58,"10000000"
"113",2022-02-21,52,"10000000"
"114",2022-02-22,86,"10000000"
"115",2022-02-23,51,"10000000"
"116",2022-02-24,78,"10000000"
"117",2022-02-25,61,"10000000"
"118",2022-02-26,32,"10000000"
"119",2022-02-27,58,"10000000"
"120",2022-02-28,28,"10000000"
"121",2022-03-01,41,"10000000"
"122",2022-03-02,17,"10000000"
"123",2022-03-03,26,"10000000"
"124",2022-03-04,26,"10000000"
"125",2022-03-05,33,"10000000"
"126",2022-03-06,12,"10000000"
"127",2022-03-07,38,"10000000"
"128",2022-03-08,7,"10000000"
"129",2022-03-09,19,"10000000"
"130",2022-03-10,11,"10000000"
"131",2022-03-11,32,"10000000"
"132",2022-03-12,21,"10000000"
"133",2022-03-13,10,"10000000"
"134",2022-03-14,15,"10000000"
"135",2022-03-15,16,"10000000"
"136",2022-03-16,14,"10000000"
"137",2022-03-17,9,"10000000"
"138",2022-03-18,17,"10000000"
"139",2022-03-19,17,"10000000"
"140",2022-03-20,9,"10000000"
"141",2022-03-21,10,"10000000"
"142",2022-03-22,6,"10000000"
"143",2022-03-23,8,"10000000"
"144",2022-03-24,3,"10000000"
"145",2022-03-25,16,"10000000"
"146",2022-03-26,6,"10000000"
"147",2022-03-27,4,"10000000"
"148",2022-03-28,14,"10000000"
"149",2022-03-29,4,"10000000"
"150",2022-03-30,0,"10000000"
"151",2022-03-31,7,"10000000"
"152",2022-04-01,4,"10000000"
"153",2022-04-02,11,"10000000"
"154",2022-04-03,12,"10000000"
"155",2022-04-04,4,"10000000"
"156",2022-04-05,7,"10000000"
"157",2022-04-06,1,"10000000"
"158",2022-04-07,5,"10000000"
"159",2022-04-08,6,"10000000"
"160",2022-04-09,6,"10000000"
"161",2022-04-10,6,"10000000"
"162",2022-04-11,4,"10000000"
"163",2022-04-12,9,"10000000"
"164",2022-04-13,5,"10000000"
"165",2022-04-14,9,"10000000"
"166",2022-04-15,2,"10000000"
"167",2022-04-16,4,"10000000"
"168",2022-04-17,2,"10000000"
"169",2022-04-18,9,"10000000"
"170",2022-04-19,3,"10000000"
"171",2022-04-20,11,"10000000"
"172",2022-04-21,1,"10000000"
"173",2022-04-22,7,"10000000"
"174",2022-04-23,2,"10000000"
"175",2022-04-24,5,"10000000"
"176",2022-04-25,6,"10000000"
"177",2022-04-26,0,"10000000"
"178",2022-04-27,1,"10000000"
"179",2022-04-28,3,"10000000"
"180",2022-04-29,6,"10000000"
"181",2022-04-30,7,"10000000"
"182",2022-05-01,5,"10000000"
"183",2022-05-02,2,"10000000"
"184",2022-05-03,1,"10000000"
"185",2022-05-04,1,"10000000"
"186",2022-05-05,7,"10000000"
"187",2022-05-06,5,"10000000"
"188",2022-05-07,8,"10000000"
"189",2022-05-08,3,"10000000"
"190",2022-05-09,7,"10000000"
"191",2022-05-10,1,"10000000"
"192",2022-05-11,2,"10000000"
"193",2022-05-12,4,"10000000"
"194",2022-05-13,5,"10000000"
"195",2022-05-14,1,"10000000"
"196",2022-05-15,1,"10000000"
"197",2021-11-01,86,"100000000"
"198",2021-11-02,30,"100000000"
"199",2021-11-03,36,"100000000"
"200",2021-11-04,39,"100000000"
"201",2021-11-05,46,"100000000"
"202",2021-11-06,55,"100000000"
"203",2021-11-07,71,"100000000"
"204",2021-11-08,42,"100000000"
"205",2021-11-09,27,"100000000"
"206",2021-11-10,55,"100000000"
"207",2021-11-11,53,"100000000"
"208",2021-11-12,19,"100000000"
"209",2021-11-13,19,"100000000"
"210",2021-11-14,60,"100000000"
"211",2021-11-15,22,"100000000"
"212",2021-11-16,33,"100000000"
"213",2021-11-17,16,"100000000"
"214",2021-11-18,19,"100000000"
"215",2021-11-19,41,"100000000"
"216",2021-11-20,12,"100000000"
"217",2021-11-21,37,"100000000"
"218",2021-11-22,17,"100000000"
"219",2021-11-23,11,"100000000"
"220",2021-11-24,11,"100000000"
"221",2021-11-25,20,"100000000"
"222",2021-11-26,19,"100000000"
"223",2021-11-27,19,"100000000"
"224",2021-11-28,23,"100000000"
"225",2021-11-29,15,"100000000"
"226",2021-11-30,8,"100000000"
"227",2021-12-01,13,"100000000"
"228",2021-12-02,17,"100000000"
"229",2021-12-03,11,"100000000"
"230",2021-12-04,11,"100000000"
"231",2021-12-05,9,"100000000"
"232",2021-12-06,4,"100000000"
"233",2021-12-07,8,"100000000"
"234",2021-12-08,12,"100000000"
"235",2021-12-09,10,"100000000"
"236",2021-12-10,7,"100000000"
"237",2021-12-11,6,"100000000"
"238",2021-12-12,6,"100000000"
"239",2021-12-13,10,"100000000"
"240",2021-12-14,6,"100000000"
"241",2021-12-15,27,"100000000"
"242",2021-12-16,10,"100000000"
"243",2021-12-17,14,"100000000"
"244",2021-12-18,5,"100000000"
"245",2021-12-19,1,"100000000"
"246",2021-12-20,2,"100000000"
"247",2021-12-21,6,"100000000"
"248",2021-12-22,5,"100000000"
"249",2021-12-23,2,"100000000"
"250",2021-12-24,3,"100000000"
"251",2021-12-25,6,"100000000"
"252",2021-12-26,2,"100000000"
"253",2021-12-27,7,"100000000"
"254",2021-12-28,5,"100000000"
"255",2021-12-29,14,"100000000"
"256",2021-12-30,13,"100000000"
"257",2021-12-31,11,"100000000"
"258",2022-01-01,22,"100000000"
"259",2022-01-02,14,"100000000"
"260",2022-01-03,11,"100000000"
"261",2022-01-04,16,"100000000"
"262",2022-01-05,17,"100000000"
"263",2022-01-06,47,"100000000"
"264",2022-01-07,65,"100000000"
"265",2022-01-08,113,"100000000"
"266",2022-01-09,142,"100000000"
"267",2022-01-10,142,"100000000"
"268",2022-01-11,105,"100000000"
"269",2022-01-12,143,"100000000"
"270",2022-01-13,267,"100000000"
"271",2022-01-14,201,"100000000"
"272",2022-01-15,360,"100000000"
"273",2022-01-16,326,"100000000"
"274",2022-01-17,533,"100000000"
"275",2022-01-18,351,"100000000"
"276",2022-01-19,406,"100000000"
"277",2022-01-20,863,"100000000"
"278",2022-01-21,883,"100000000"
"279",2022-01-22,1048,"100000000"
"280",2022-01-23,1146,"100000000"
"281",2022-01-24,996,"100000000"
"282",2022-01-25,778,"100000000"
"283",2022-01-26,759,"100000000"
"284",2022-01-27,902,"100000000"
"285",2022-01-28,1190,"100000000"
"286",2022-01-29,920,"100000000"
"287",2022-01-30,1209,"100000000"
"288",2022-01-31,720,"100000000"
"289",2022-02-01,367,"100000000"
"290",2022-02-02,308,"100000000"
"291",2022-02-03,578,"100000000"
"292",2022-02-04,316,"100000000"
"293",2022-02-05,510,"100000000"
"294",2022-02-06,535,"100000000"
"295",2022-02-07,353,"100000000"
"296",2022-02-08,152,"100000000"
"297",2022-02-09,131,"100000000"
"298",2022-02-10,359,"100000000"
"299",2022-02-11,163,"100000000"
"300",2022-02-12,172,"100000000"
"301",2022-02-13,111,"100000000"
"302",2022-02-14,94,"100000000"
"303",2022-02-15,65,"100000000"
"304",2022-02-16,50,"100000000"
"305",2022-02-17,106,"100000000"
"306",2022-02-18,84,"100000000"
"307",2022-02-19,64,"100000000"
"308",2022-02-20,62,"100000000"
"309",2022-02-21,41,"100000000"
"310",2022-02-22,54,"100000000"
"311",2022-02-23,60,"100000000"
"312",2022-02-24,71,"100000000"
"313",2022-02-25,62,"100000000"
"314",2022-02-26,35,"100000000"
"315",2022-02-27,38,"100000000"
"316",2022-02-28,21,"100000000"
"317",2022-03-01,49,"100000000"
"318",2022-03-02,53,"100000000"
"319",2022-03-03,42,"100000000"
"320",2022-03-04,31,"100000000"
"321",2022-03-05,32,"100000000"
"322",2022-03-06,25,"100000000"
"323",2022-03-07,45,"100000000"
"324",2022-03-08,18,"100000000"
"325",2022-03-09,15,"100000000"
"326",2022-03-10,17,"100000000"
"327",2022-03-11,15,"100000000"
"328",2022-03-12,19,"100000000"
"329",2022-03-13,4,"100000000"
"330",2022-03-14,12,"100000000"
"331",2022-03-15,11,"100000000"
"332",2022-03-16,10,"100000000"
"333",2022-03-17,11,"100000000"
"334",2022-03-18,15,"100000000"
"335",2022-03-19,6,"100000000"
"336",2022-03-20,11,"100000000"
"337",2022-03-21,8,"100000000"
"338",2022-03-22,13,"100000000"
"339",2022-03-23,14,"100000000"
"340",2022-03-24,8,"100000000"
"341",2022-03-25,8,"100000000"
"342",2022-03-26,9,"100000000"
"343",2022-03-27,3,"100000000"
"344",2022-03-28,2,"100000000"
"345",2022-03-29,5,"100000000"
"346",2022-03-30,9,"100000000"
"347",2022-03-31,3,"100000000"
"348",2022-04-01,12,"100000000"
"349",2022-04-02,5,"100000000"
"350",2022-04-03,9,"100000000"
"351",2022-04-04,13,"100000000"
"352",2022-04-05,3,"100000000"
"353",2022-04-06,25,"100000000"
"354",2022-04-07,8,"100000000"
"355",2022-04-08,4,"100000000"
"356",2022-04-09,4,"100000000"
"357",2022-04-10,9,"100000000"
"358",2022-04-11,6,"100000000"
"359",2022-04-12,8,"100000000"
"360",2022-04-13,6,"100000000"
"361",2022-04-14,5,"100000000"
"362",2022-04-15,6,"100000000"
"363",2022-04-16,5,"100000000"
"364",2022-04-17,3,"100000000"
"365",2022-04-18,5,"100000000"
"366",2022-04-19,1,"100000000"
"367",2022-04-20,7,"100000000"
"368",2022-04-21,4,"100000000"
"369",2022-04-22,5,"100000000"
"370",2022-04-23,4,"100000000"
"371",2022-04-24,12,"100000000"
"372",2022-04-25,4,"100000000"
"373",2022-04-26,3,"100000000"
"374",2022-04-27,7,"100000000"
"375",2022-04-28,7,"100000000"
"376",2022-04-29,8,"100000000"
"377",2022-04-30,2,"100000000"
"378",2022-05-01,1,"100000000"
"379",2022-05-02,6,"100000000"
"380",2022-05-03,1,"100000000"
"381",2022-05-04,3,"100000000"
"382",2022-05-05,5,"100000000"
"383",2022-05-06,6,"100000000"
"384",2022-05-07,5,"100000000"
"385",2022-05-08,7,"100000000"
"386",2022-05-09,7,"100000000"
"387",2022-05-10,3,"100000000"
"388",2022-05-11,3,"100000000"
"389",2022-05-12,2,"100000000"
"390",2022-05-13,10,"100000000"
"391",2022-05-14,10,"100000000"
"392",2022-05-15,5,"100000000"
"393",2021-11-01,16,"101300000"
"394",2021-11-02,6,"101300000"
"395",2021-11-03,16,"101300000"
"396",2021-11-04,4,"101300000"
"397",2021-11-05,10,"101300000"
"398",2021-11-06,4,"101300000"
"399",2021-11-07,12,"101300000"
"400",2021-11-08,5,"101300000"
"401",2021-11-09,7,"101300000"
"402",2021-11-10,16,"101300000"
"403",2021-11-11,8,"101300000"
"404",2021-11-12,3,"101300000"
"405",2021-11-13,6,"101300000"
"406",2021-11-14,15,"101300000"
"407",2021-11-15,4,"101300000"
"408",2021-11-16,6,"101300000"
"409",2021-11-17,3,"101300000"
"410",2021-11-18,4,"101300000"
"411",2021-11-19,9,"101300000"
"412",2021-11-20,1,"101300000"
"413",2021-11-21,5,"101300000"
"414",2021-11-22,4,"101300000"
"415",2021-11-23,1,"101300000"
"416",2021-11-24,1,"101300000"
"417",2021-11-25,1,"101300000"
"418",2021-11-26,5,"101300000"
"419",2021-11-27,5,"101300000"
"420",2021-11-28,3,"101300000"
"421",2021-11-29,4,"101300000"
"422",2021-11-30,4,"101300000"
"423",2021-12-01,0,"101300000"
"424",2021-12-02,1,"101300000"
"425",2021-12-03,0,"101300000"
"426",2021-12-04,0,"101300000"
"427",2021-12-05,1,"101300000"
"428",2021-12-06,0,"101300000"
"429",2021-12-07,1,"101300000"
"430",2021-12-08,2,"101300000"
"431",2021-12-09,2,"101300000"
"432",2021-12-10,3,"101300000"
"433",2021-12-11,4,"101300000"
"434",2021-12-12,1,"101300000"
"435",2021-12-13,6,"101300000"
"436",2021-12-14,1,"101300000"
"437",2021-12-15,0,"101300000"
"438",2021-12-16,0,"101300000"
"439",2021-12-17,1,"101300000"
"440",2021-12-18,0,"101300000"
"441",2021-12-19,0,"101300000"
"442",2021-12-20,0,"101300000"
"443",2021-12-21,2,"101300000"
"444",2021-12-22,0,"101300000"
"445",2021-12-23,0,"101300000"
"446",2021-12-24,1,"101300000"
"447",2021-12-25,1,"101300000"
"448",2021-12-26,0,"101300000"
"449",2021-12-27,4,"101300000"
"450",2021-12-28,2,"101300000"
"451",2021-12-29,1,"101300000"
"452",2021-12-30,5,"101300000"
"453",2021-12-31,4,"101300000"
"454",2022-01-01,9,"101300000"
"455",2022-01-02,1,"101300000"
"456",2022-01-03,2,"101300000"
"457",2022-01-04,6,"101300000"
"458",2022-01-05,1,"101300000"
"459",2022-01-06,10,"101300000"
"460",2022-01-07,8,"101300000"
"461",2022-01-08,23,"101300000"
"462",2022-01-09,30,"101300000"
"463",2022-01-10,23,"101300000"
"464",2022-01-11,17,"101300000"
"465",2022-01-12,28,"101300000"
"466",2022-01-13,51,"101300000"
"467",2022-01-14,45,"101300000"
"468",2022-01-15,78,"101300000"
"469",2022-01-16,60,"101300000"
"470",2022-01-17,71,"101300000"
"471",2022-01-18,66,"101300000"
"472",2022-01-19,65,"101300000"
"473",2022-01-20,132,"101300000"
"474",2022-01-21,198,"101300000"
"475",2022-01-22,294,"101300000"
"476",2022-01-23,296,"101300000"
"477",2022-01-24,236,"101300000"
"478",2022-01-25,151,"101300000"
"479",2022-01-26,228,"101300000"
"480",2022-01-27,274,"101300000"
"481",2022-01-28,473,"101300000"
"482",2022-01-29,311,"101300000"
"483",2022-01-30,505,"101300000"
"484",2022-01-31,292,"101300000"
"485",2022-02-01,91,"101300000"
"486",2022-02-02,64,"101300000"
"487",2022-02-03,294,"101300000"
"488",2022-02-04,82,"101300000"
"489",2022-02-05,225,"101300000"
"490",2022-02-06,208,"101300000"
"491",2022-02-07,144,"101300000"
"492",2022-02-08,23,"101300000"
"493",2022-02-09,62,"101300000"
"494",2022-02-10,147,"101300000"
"495",2022-02-11,41,"101300000"
"496",2022-02-12,77,"101300000"
"497",2022-02-13,48,"101300000"
"498",2022-02-14,27,"101300000"
"499",2022-02-15,23,"101300000"
"500",2022-02-16,27,"101300000"
"501",2022-02-17,25,"101300000"
"502",2022-02-18,42,"101300000"
"503",2022-02-19,17,"101300000"
"504",2022-02-20,20,"101300000"
"505",2022-02-21,12,"101300000"
"506",2022-02-22,8,"101300000"
"507",2022-02-23,6,"101300000"
"508",2022-02-24,24,"101300000"
"509",2022-02-25,12,"101300000"
"510",2022-02-26,13,"101300000"
"511",2022-02-27,9,"101300000"
"512",2022-02-28,5,"101300000"
"513",2022-03-01,12,"101300000"
"514",2022-03-02,4,"101300000"
"515",2022-03-03,18,"101300000"
"516",2022-03-04,2,"101300000"
"517",2022-03-05,1,"101300000"
"518",2022-03-06,9,"101300000"
"519",2022-03-07,5,"101300000"
"520",2022-03-08,3,"101300000"
"521",2022-03-09,3,"101300000"
"522",2022-03-10,0,"101300000"
"523",2022-03-11,0,"101300000"
"524",2022-03-12,7,"101300000"
"525",2022-03-13,1,"101300000"
"526",2022-03-14,0,"101300000"
"527",2022-03-15,3,"101300000"
"528",2022-03-16,0,"101300000"
"529",2022-03-17,1,"101300000"
"530",2022-03-18,3,"101300000"
"531",2022-03-19,2,"101300000"
"532",2022-03-20,2,"101300000"
"533",2022-03-21,0,"101300000"
"534",2022-03-22,3,"101300000"
"535",2022-03-23,3,"101300000"
"536",2022-03-24,0,"101300000"
"537",2022-03-25,2,"101300000"
"538",2022-03-26,4,"101300000"
"539",2022-03-27,0,"101300000"
"540",2022-03-28,0,"101300000"
"541",2022-03-29,0,"101300000"
"542",2022-03-30,0,"101300000"
"543",2022-03-31,2,"101300000"
"544",2022-04-01,4,"101300000"
"545",2022-04-02,0,"101300000"
"546",2022-04-03,3,"101300000"
"547",2022-04-04,0,"101300000"
"548",2022-04-05,2,"101300000"
"549",2022-04-06,3,"101300000"
"550",2022-04-07,2,"101300000"
"551",2022-04-08,0,"101300000"
"552",2022-04-09,0,"101300000"
"553",2022-04-10,0,"101300000"
"554",2022-04-11,2,"101300000"
"555",2022-04-12,0,"101300000"
"556",2022-04-13,2,"101300000"
"557",2022-04-14,0,"101300000"
"558",2022-04-15,0,"101300000"
"559",2022-04-16,1,"101300000"
"560",2022-04-17,1,"101300000"
"561",2022-04-18,1,"101300000"
"562",2022-04-19,0,"101300000"
"563",2022-04-20,2,"101300000"
"564",2022-04-21,0,"101300000"
"565",2022-04-22,2,"101300000"
"566",2022-04-23,2,"101300000"
"567",2022-04-24,8,"101300000"
"568",2022-04-25,1,"101300000"
"569",2022-04-26,0,"101300000"
"570",2022-04-27,1,"101300000"
"571",2022-04-28,1,"101300000"
"572",2022-04-29,3,"101300000"
"573",2022-04-30,0,"101300000"
"574",2022-05-01,0,"101300000"
"575",2022-05-02,2,"101300000"
"576",2022-05-03,0,"101300000"
"577",2022-05-04,0,"101300000"
"578",2022-05-05,1,"101300000"
"579",2022-05-06,1,"101300000"
"580",2022-05-07,0,"101300000"
"581",2022-05-08,1,"101300000"
"582",2022-05-09,2,"101300000"
"583",2022-05-10,0,"101300000"
"584",2022-05-11,0,"101300000"
"585",2022-05-12,1,"101300000"
"586",2022-05-13,0,"101300000"
"587",2022-05-14,2,"101300000"
"588",2022-05-15,0,"101300000"
"589",2021-11-01,1,"101800000"
"590",2021-11-02,0,"101800000"
"591",2021-11-03,0,"101800000"
"592",2021-11-04,0,"101800000"
"593",2021-11-05,0,"101800000"
"594",2021-11-06,1,"101800000"
"595",2021-11-07,0,"101800000"
"596",2021-11-08,0,"101800000"
"597",2021-11-09,0,"101800000"
"598",2021-11-10,2,"101800000"
"599",2021-11-11,1,"101800000"
"600",2021-11-12,0,"101800000"
"601",2021-11-13,0,"101800000"
"602",2021-11-14,2,"101800000"
"603",2021-11-15,0,"101800000"
"604",2021-11-16,2,"101800000"
"605",2021-11-17,0,"101800000"
"606",2021-11-18,1,"101800000"
"607",2021-11-19,1,"101800000"
"608",2021-11-20,0,"101800000"
"609",2021-11-21,1,"101800000"
"610",2021-11-22,0,"101800000"
"611",2021-11-23,0,"101800000"
"612",2021-11-24,0,"101800000"
"613",2021-11-25,0,"101800000"
"614",2021-11-26,1,"101800000"
"615",2021-11-27,0,"101800000"
"616",2021-11-28,0,"101800000"
"617",2021-11-29,0,"101800000"
"618",2021-11-30,0,"101800000"
"619",2021-12-01,0,"101800000"
"620",2021-12-02,0,"101800000"
"621",2021-12-03,0,"101800000"
"622",2021-12-04,1,"101800000"
"623",2021-12-05,0,"101800000"
"624",2021-12-06,0,"101800000"
"625",2021-12-07,1,"101800000"
"626",2021-12-08,0,"101800000"
"627",2021-12-09,0,"101800000"
"628",2021-12-10,0,"101800000"
"629",2021-12-11,0,"101800000"
"630",2021-12-12,0,"101800000"
"631",2021-12-13,0,"101800000"
"632",2021-12-14,0,"101800000"
"633",2021-12-15,0,"101800000"
"634",2021-12-16,1,"101800000"
"635",2021-12-17,1,"101800000"
"636",2021-12-18,0,"101800000"
"637",2021-12-19,0,"101800000"
"638",2021-12-20,0,"101800000"
"639",2021-12-21,0,"101800000"
"640",2021-12-22,0,"101800000"
"641",2021-12-23,0,"101800000"
"642",2021-12-24,0,"101800000"
"643",2021-12-25,0,"101800000"
"644",2021-12-26,0,"101800000"
"645",2021-12-27,0,"101800000"
"646",2021-12-28,0,"101800000"
"647",2021-12-29,1,"101800000"
"648",2021-12-30,0,"101800000"
"649",2021-12-31,0,"101800000"
"650",2022-01-01,0,"101800000"
"651",2022-01-02,0,"101800000"
"652",2022-01-03,0,"101800000"
"653",2022-01-04,0,"101800000"
"654",2022-01-05,0,"101800000"
"655",2022-01-06,1,"101800000"
"656",2022-01-07,0,"101800000"
"657",2022-01-08,0,"101800000"
"658",2022-01-09,0,"101800000"
"659",2022-01-10,0,"101800000"
"660",2022-01-11,3,"101800000"
"661",2022-01-12,2,"101800000"
"662",2022-01-13,0,"101800000"
"663",2022-01-14,0,"101800000"
"664",2022-01-15,2,"101800000"
"665",2022-01-16,1,"101800000"
"666",2022-01-17,0,"101800000"
"667",2022-01-18,1,"101800000"
"668",2022-01-19,1,"101800000"
"669",2022-01-20,1,"101800000"
"670",2022-01-21,8,"101800000"
"671",2022-01-22,18,"101800000"
"672",2022-01-23,9,"101800000"
"673",2022-01-24,19,"101800000"
"674",2022-01-25,11,"101800000"
"675",2022-01-26,11,"101800000"
"676",2022-01-27,2,"101800000"
"677",2022-01-28,29,"101800000"
"678",2022-01-29,22,"101800000"
"679",2022-01-30,41,"101800000"
"680",2022-01-31,23,"101800000"
"681",2022-02-01,26,"101800000"
"682",2022-02-02,8,"101800000"
"683",2022-02-03,0,"101800000"
"684",2022-02-04,4,"101800000"
"685",2022-02-05,19,"101800000"
"686",2022-02-06,57,"101800000"
"687",2022-02-07,0,"101800000"
"688",2022-02-08,45,"101800000"
"689",2022-02-09,0,"101800000"
"690",2022-02-10,10,"101800000"
"691",2022-02-11,10,"101800000"
"692",2022-02-12,9,"101800000"
"693",2022-02-13,1,"101800000"
"694",2022-02-14,0,"101800000"
"695",2022-02-15,2,"101800000"
"696",2022-02-16,1,"101800000"
"697",2022-02-17,3,"101800000"
"698",2022-02-18,0,"101800000"
"699",2022-02-19,9,"101800000"
"700",2022-02-20,5,"101800000"
"701",2022-02-21,3,"101800000"
"702",2022-02-22,0,"101800000"
"703",2022-02-23,0,"101800000"
"704",2022-02-24,3,"101800000"
"705",2022-02-25,3,"101800000"
"706",2022-02-26,0,"101800000"
"707",2022-02-27,0,"101800000"
"708",2022-02-28,1,"101800000"
"709",2022-03-01,2,"101800000"
"710",2022-03-02,0,"101800000"
"711",2022-03-03,1,"101800000"
"712",2022-03-04,1,"101800000"
"713",2022-03-05,4,"101800000"
"714",2022-03-06,1,"101800000"
"715",2022-03-07,2,"101800000"
"716",2022-03-08,1,"101800000"
"717",2022-03-09,0,"101800000"
"718",2022-03-10,0,"101800000"
"719",2022-03-11,1,"101800000"
"720",2022-03-12,0,"101800000"
"721",2022-03-13,0,"101800000"
"722",2022-03-14,1,"101800000"
"723",2022-03-15,0,"101800000"
"724",2022-03-16,0,"101800000"
"725",2022-03-17,1,"101800000"
"726",2022-03-18,0,"101800000"
"727",2022-03-19,0,"101800000"
"728",2022-03-20,0,"101800000"
"729",2022-03-21,0,"101800000"
"730",2022-03-22,0,"101800000"
"731",2022-03-23,0,"101800000"
"732",2022-03-24,0,"101800000"
"733",2022-03-25,0,"101800000"
"734",2022-03-26,1,"101800000"
"735",2022-03-27,0,"101800000"
"736",2022-03-28,0,"101800000"
"737",2022-03-29,0,"101800000"
"738",2022-03-30,0,"101800000"
"739",2022-03-31,0,"101800000"
"740",2022-04-01,0,"101800000"
"741",2022-04-02,0,"101800000"
"742",2022-04-03,0,"101800000"
"743",2022-04-04,0,"101800000"
"744",2022-04-05,0,"101800000"
"745",2022-04-06,0,"101800000"
"746",2022-04-07,0,"101800000"
"747",2022-04-08,0,"101800000"
"748",2022-04-09,0,"101800000"
"749",2022-04-10,0,"101800000"
"750",2022-04-11,0,"101800000"
"751",2022-04-12,0,"101800000"
"752",2022-04-13,0,"101800000"
"753",2022-04-14,0,"101800000"
"754",2022-04-15,0,"101800000"
"755",2022-04-16,0,"101800000"
"756",2022-04-17,0,"101800000"
"757",2022-04-18,0,"101800000"
"758",2022-04-19,0,"101800000"
"759",2022-04-20,0,"101800000"
"760",2022-04-21,0,"101800000"
"761",2022-04-22,0,"101800000"
"762",2022-04-23,0,"101800000"
"763",2022-04-24,0,"101800000"
"764",2022-04-25,0,"101800000"
"765",2022-04-26,0,"101800000"
"766",2022-04-27,0,"101800000"
"767",2022-04-28,0,"101800000"
"768",2022-04-29,0,"101800000"
"769",2022-04-30,0,"101800000"
"770",2022-05-01,0,"101800000"
"771",2022-05-02,0,"101800000"
"772",2022-05-03,0,"101800000"
"773",2022-05-04,0,"101800000"
"774",2022-05-05,0,"101800000"
"775",2022-05-06,0,"101800000"
