,X,Bgy_Code,cases_7,cases_14,infection_rate,classification,population,AR_7,AR_14,AR_cumulative,AR_active,linelist_date
1,1,101301001,0,0,0,NA,0,0,0,0,0,2021-11-14
2,2,101301015,0,0,0,NA,0,0,0,0,0,2021-11-14
3,3,101301003,0,0,0,NA,0,0,0,0,0,2021-11-14
4,4,101301005,0,0,0,NA,0,0,0,0,0,2021-11-14
5,5,101301007,0,0,0,NA,0,0,0,0,0,2021-11-14
6,6,101301014,0,0,0,NA,0,0,0,0,0,2021-11-14
7,7,101301016,0,0,0,NA,0,0,0,0,0,2021-11-14
8,8,101301002,0,0,0,NA,0,0,0,0,0,2021-11-14
9,9,101301004,0,0,0,NA,0,0,0,0,0,2021-11-14
10,10,101301006,0,0,0,NA,0,0,0,0,0,2021-11-14
11,11,101301008,0,0,0,NA,0,0,0,0,0,2021-11-14
12,12,101301009,0,0,0,NA,0,0,0,0,0,2021-11-14
13,13,101301010,0,1,7.86163522,NA,1272,0,7.86163522,196.5408805,0,2021-11-14
14,14,101301011,0,2,9.263547939,NA,2159,0,9.263547939,199.1662807,0,2021-11-14
15,15,101301013,0,0,0,NA,0,0,0,0,0,2021-11-14
16,16,101301012,2,3,4.71475719,NA,6363,3.14317146,4.71475719,301.7444602,4.71475719,2021-11-14
17,1,101302013,0,0,0,NA,0,0,0,0,0,2021-11-14
18,2,101302017,0,0,0,NA,0,0,0,0,0,2021-11-14
19,3,101302001,0,0,0,NA,0,0,0,0,0,2021-11-14
20,4,101302005,0,0,0,NA,0,0,0,0,0,2021-11-14
21,5,101302004,0,0,0,NA,0,0,0,0,0,2021-11-14
22,6,101302003,0,0,0,NA,0,0,0,0,0,2021-11-14
23,7,101302015,0,0,0,NA,0,0,0,0,0,2021-11-14
24,8,101302002,0,0,0,NA,0,0,0,0,0,2021-11-14
25,9,101302016,0,0,0,NA,0,0,0,0,0,2021-11-14
26,10,101302006,0,0,0,NA,0,0,0,0,0,2021-11-14
27,11,101302011,0,2,15.81027668,1,1265,0,15.81027668,31.62055336,0,2021-11-14
28,12,101302007,0,0,0,NA,0,0,0,0,0,2021-11-14
29,13,101302008,0,0,0,NA,0,0,0,0,0,2021-11-14
30,14,101302009,0,0,0,NA,0,0,0,0,0,2021-11-14
31,15,101302010,0,0,0,NA,0,0,0,0,0,2021-11-14
32,16,101302014,0,0,0,NA,0,0,0,0,0,2021-11-14
33,17,101302019,0,0,0,NA,0,0,0,0,0,2021-11-14
34,1,101303001,0,0,0,NA,0,0,0,0,0,2021-11-14
35,2,101303002,0,1,15.31393568,1,653,0,15.31393568,30.62787136,0,2021-11-14
36,3,101303003,0,0,0,NA,0,0,0,0,0,2021-11-14
37,4,101303005,0,0,0,NA,0,0,0,0,0,2021-11-14
38,5,101303011,0,0,0,NA,0,0,0,0,0,2021-11-14
39,6,101303008,0,0,0,NA,0,0,0,0,0,2021-11-14
40,7,101303004,0,0,0,NA,0,0,0,0,0,2021-11-14
41,8,101303006,0,0,0,NA,0,0,0,0,0,2021-11-14
42,9,101303007,0,0,0,NA,0,0,0,0,0,2021-11-14
43,10,101303009,0,0,0,NA,0,0,0,0,0,2021-11-14
44,11,101303010,0,0,0,NA,0,0,0,0,0,2021-11-14
45,12,101303013,0,0,0,NA,0,0,0,0,0,2021-11-14
46,13,101303014,0,0,0,NA,0,0,0,0,0,2021-11-14
47,14,101303012,1,1,1.678979181,NA,5956,1.678979181,1.678979181,266.9576897,1.678979181,2021-11-14
48,1,101304018,0,0,0,4,0,0,0,0,0,2021-11-14
49,2,101304024,0,0,0,NA,0,0,0,0,0,2021-11-14
50,3,101304011,0,0,0,4,0,0,0,0,0,2021-11-14
51,4,101304008,0,0,0,4,0,0,0,0,0,2021-11-14
52,5,101304013,0,0,0,4,0,0,0,0,0,2021-11-14
53,6,101304016,0,0,0,4,0,0,0,0,0,2021-11-14
54,7,101304002,0,0,0,4,0,0,0,0,0,2021-11-14
55,8,101304019,0,0,0,4,0,0,0,0,0,2021-11-14
56,9,101304025,0,0,0,4,0,0,0,0,0,2021-11-14
57,10,101304014,0,0,0,NA,0,0,0,0,0,2021-11-14
58,11,101304021,0,0,0,NA,0,0,0,0,0,2021-11-14
59,12,101304003,0,0,0,4,0,0,0,0,0,2021-11-14
60,13,101304030,0,0,0,4,0,0,0,0,0,2021-11-14
61,14,101304004,0,0,0,NA,0,0,0,0,0,2021-11-14
62,15,101304001,0,0,0,4,0,0,0,0,0,2021-11-14
63,16,101304006,0,0,0,4,0,0,0,0,0,2021-11-14
64,17,101304009,0,0,0,4,0,0,0,0,0,2021-11-14
65,18,101304010,0,0,0,4,0,0,0,0,0,2021-11-14
66,19,101304012,0,0,0,NA,0,0,0,0,0,2021-11-14
67,20,101304015,0,0,0,NA,0,0,0,0,0,2021-11-14
68,21,101304017,0,0,0,NA,0,0,0,0,0,2021-11-14
69,22,101304020,0,0,0,4,0,0,0,0,0,2021-11-14
70,23,101304023,0,0,0,4,0,0,0,0,0,2021-11-14
71,24,101304026,0,0,0,4,0,0,0,0,0,2021-11-14
72,25,101304027,0,0,0,NA,0,0,0,0,0,2021-11-14
73,26,101304028,0,0,0,4,0,0,0,0,0,2021-11-14
74,27,101304029,0,0,0,NA,0,0,0,0,0,2021-11-14
75,28,101304005,0,0,0,NA,0,0,0,0,0,2021-11-14
76,29,101304022,0,1,0.878348704,NA,11385,0,0.878348704,186.2099253,0,2021-11-14
77,1,101305010,0,0,0,NA,0,0,0,0,0,2021-11-14
78,2,101305015,0,0,0,NA,0,0,0,0,0,2021-11-14
79,3,101305005,0,0,0,NA,0,0,0,0,0,2021-11-14
80,4,101305007,0,0,0,4,0,0,0,0,0,2021-11-14
81,5,101305001,0,0,0,NA,0,0,0,0,0,2021-11-14
82,6,101305002,0,0,0,4,0,0,0,0,0,2021-11-14
83,7,101305003,0,0,0,NA,0,0,0,0,0,2021-11-14
84,8,101305004,0,0,0,NA,0,0,0,0,0,2021-11-14
85,9,101305006,0,0,0,NA,0,0,0,0,0,2021-11-14
86,10,101305011,0,0,0,NA,0,0,0,0,0,2021-11-14
87,11,101305012,1,1,2.293577982,NA,4360,2.293577982,2.293577982,32.11009174,2.293577982,2021-11-14
88,12,101305013,1,2,1.773206845,NA,11279,0.886603422,1.773206845,82.45411827,1.773206845,2021-11-14
89,13,101305008,0,0,0,NA,0,0,0,0,0,2021-11-14
90,1,101306007,0,0,0,4,0,0,0,0,0,2021-11-14
91,2,101306012,0,0,0,4,0,0,0,0,0,2021-11-14
92,3,101306003,0,0,0,4,0,0,0,0,0,2021-11-14
93,4,101306011,0,0,0,4,0,0,0,0,0,2021-11-14
94,5,101306015,0,0,0,NA,0,0,0,0,0,2021-11-14
95,6,101306013,0,0,0,4,0,0,0,0,0,2021-11-14
96,7,101306017,0,0,0,NA,0,0,0,0,0,2021-11-14
97,8,101306006,0,0,0,NA,0,0,0,0,0,2021-11-14
98,9,101306001,0,0,0,4,0,0,0,0,0,2021-11-14
99,10,101306002,0,0,0,NA,0,0,0,0,0,2021-11-14
100,11,101306004,0,0,0,4,0,0,0,0,0,2021-11-14
101,12,101306005,0,0,0,NA,0,0,0,0,0,2021-11-14
102,13,101306008,0,0,0,NA,0,0,0,0,0,2021-11-14
103,14,101306009,0,0,0,NA,0,0,0,0,0,2021-11-14
104,15,101306010,0,0,0,4,0,0,0,0,0,2021-11-14
105,16,101306016,0,0,0,NA,0,0,0,0,0,2021-11-14
106,17,101306014,0,0,0,NA,0,0,0,0,0,2021-11-14
107,1,101307005,0,0,0,NA,0,0,0,0,0,2021-11-14
108,2,101307014,0,0,0,NA,0,0,0,0,0,2021-11-14
109,3,101307013,0,1,2.558853634,NA,3908,0,2.558853634,127.9426817,0,2021-11-14
110,4,101307004,0,0,0,NA,0,0,0,0,0,2021-11-14
111,5,101307002,0,0,0,NA,0,0,0,0,0,2021-11-14
112,6,101307001,0,0,0,NA,0,0,0,0,0,2021-11-14
113,7,101307003,0,0,0,NA,0,0,0,0,0,2021-11-14
114,8,101307006,0,0,0,NA,0,0,0,0,0,2021-11-14
115,9,101307007,0,0,0,NA,0,0,0,0,0,2021-11-14
116,10,101307009,0,0,0,NA,0,0,0,0,0,2021-11-14
117,11,101307012,0,0,0,NA,0,0,0,0,0,2021-11-14
118,12,101307015,0,0,0,NA,0,0,0,0,0,2021-11-14
119,13,101307010,0,2,2.745744097,NA,7284,0,2.745744097,258.0999451,0,2021-11-14
120,14,101307008,3,4,6.983240223,NA,5728,5.237430168,6.983240223,162.3603352,5.237430168,2021-11-14
121,1,101308007,0,0,0,NA,0,0,0,0,0,2021-11-14
122,2,101308031,0,0,0,NA,0,0,0,0,0,2021-11-14
123,3,101308018,0,0,0,NA,0,0,0,0,0,2021-11-14
124,4,101308033,0,0,0,NA,0,0,0,0,0,2021-11-14
125,5,101308036,0,0,0,NA,0,0,0,0,0,2021-11-14
126,6,101308028,0,0,0,NA,0,0,0,0,0,2021-11-14
127,7,101308013,0,0,0,NA,0,0,0,0,0,2021-11-14
128,8,101308021,0,0,0,3,0,0,0,0,0,2021-11-14
129,9,101308003,0,0,0,NA,0,0,0,0,0,2021-11-14
130,10,101308006,0,0,0,NA,0,0,0,0,0,2021-11-14
131,11,101308008,0,0,0,NA,0,0,0,0,0,2021-11-14
132,12,101308011,0,0,0,NA,0,0,0,0,0,2021-11-14
133,13,101308014,0,0,0,NA,0,0,0,0,0,2021-11-14
134,14,101308015,0,0,0,NA,0,0,0,0,0,2021-11-14
135,15,101308016,0,0,0,NA,0,0,0,0,0,2021-11-14
136,16,101308019,0,0,0,NA,0,0,0,0,0,2021-11-14
137,17,101308020,0,0,0,NA,0,0,0,0,0,2021-11-14
138,18,101308023,0,0,0,NA,0,0,0,0,0,2021-11-14
139,19,101308030,0,0,0,NA,0,0,0,0,0,2021-11-14
140,20,101308032,0,0,0,NA,0,0,0,0,0,2021-11-14
141,21,101308034,0,0,0,NA,0,0,0,0,0,2021-11-14
142,22,101308035,0,0,0,NA,0,0,0,0,0,2021-11-14
143,23,101308037,0,0,0,NA,0,0,0,0,0,2021-11-14
144,1,101309012,0,0,0,4,0,0,0,0,0,2021-11-14
145,2,101309026,0,0,0,NA,0,0,0,0,0,2021-11-14
146,3,101309020,0,0,0,4,0,0,0,0,0,2021-11-14
147,4,101309014,0,0,0,4,0,0,0,0,0,2021-11-14
148,5,101309006,0,0,0,4,0,0,0,0,0,2021-11-14
149,6,101309022,0,0,0,4,0,0,0,0,0,2021-11-14
150,7,101309011,0,0,0,4,0,0,0,0,0,2021-11-14
151,8,101309021,0,0,0,NA,0,0,0,0,0,2021-11-14
152,9,101309009,0,0,0,NA,0,0,0,0,0,2021-11-14
153,10,101309013,0,0,0,4,0,0,0,0,0,2021-11-14
154,11,101309015,0,0,0,NA,0,0,0,0,0,2021-11-14
155,12,101309032,0,0,0,NA,0,0,0,0,0,2021-11-14
156,13,101309034,0,0,0,4,0,0,0,0,0,2021-11-14
157,14,101309038,0,0,0,4,0,0,0,0,0,2021-11-14
158,15,101309001,0,0,0,NA,0,0,0,0,0,2021-11-14
159,16,101309002,0,0,0,NA,0,0,0,0,0,2021-11-14
160,17,101309003,0,0,0,4,0,0,0,0,0,2021-11-14
161,18,101309004,0,0,0,4,0,0,0,0,0,2021-11-14
162,19,101309005,0,0,0,4,0,0,0,0,0,2021-11-14
163,20,101309007,0,0,0,NA,0,0,0,0,0,2021-11-14
164,21,101309010,0,0,0,NA,0,0,0,0,0,2021-11-14
165,22,101309019,0,0,0,NA,0,0,0,0,0,2021-11-14
166,23,101309023,0,0,0,NA,0,0,0,0,0,2021-11-14
167,24,101309025,0,0,0,4,0,0,0,0,0,2021-11-14
168,25,101309028,0,0,0,NA,0,0,0,0,0,2021-11-14
169,26,101309029,0,0,0,NA,0,0,0,0,0,2021-11-14
170,27,101309030,0,0,0,NA,0,0,0,0,0,2021-11-14
171,28,101309033,0,0,0,4,0,0,0,0,0,2021-11-14
172,29,101309035,0,0,0,4,0,0,0,0,0,2021-11-14
173,30,101309037,0,0,0,4,0,0,0,0,0,2021-11-14
174,31,101309039,0,0,0,4,0,0,0,0,0,2021-11-14
175,32,101309040,0,0,0,4,0,0,0,0,0,2021-11-14
176,33,101309041,0,0,0,NA,0,0,0,0,0,2021-11-14
177,34,101309042,0,0,0,NA,0,0,0,0,0,2021-11-14
178,35,101309031,0,0,0,NA,0,0,0,0,0,2021-11-14
179,1,101310014,0,0,0,NA,0,0,0,0,0,2021-11-14
180,2,101310002,0,0,0,NA,0,0,0,0,0,2021-11-14
181,3,101310003,0,0,0,NA,0,0,0,0,0,2021-11-14
182,4,101310005,0,0,0,NA,0,0,0,0,0,2021-11-14
183,5,101310007,0,0,0,NA,0,0,0,0,0,2021-11-14
184,6,101310008,0,0,0,NA,0,0,0,0,0,2021-11-14
185,7,101310009,0,2,7.380073801,1,2710,0,7.380073801,36.900369,0,2021-11-14
186,8,101310013,0,0,0,NA,0,0,0,0,0,2021-11-14
187,9,101310006,0,0,0,NA,0,0,0,0,0,2021-11-14
188,10,101310011,0,0,0,NA,0,0,0,0,0,2021-11-14
189,11,101310012,0,0,0,NA,0,0,0,0,0,2021-11-14
190,12,101310001,2,2,3.107520199,NA,6436,3.107520199,3.107520199,62.15040398,3.107520199,2021-11-14
191,13,101310004,0,0,0,NA,0,0,0,0,0,2021-11-14
192,14,101310010,0,0,0,NA,0,0,0,0,0,2021-11-14
193,1,101311007,0,0,0,NA,0,0,0,0,0,2021-11-14
194,2,101311005,0,0,0,NA,0,0,0,0,0,2021-11-14
195,3,101311011,0,0,0,NA,0,0,0,0,0,2021-11-14
196,4,101311010,0,2,5.762028234,1,3471,0,5.762028234,446.5571881,2.881014117,2021-11-14
197,5,101311014,0,0,0,NA,0,0,0,0,0,2021-11-14
198,6,101311001,0,0,0,NA,0,0,0,0,0,2021-11-14
199,7,101311002,0,0,0,NA,0,0,0,0,0,2021-11-14
200,8,101311003,0,1,1.619957881,NA,6173,0,1.619957881,275.3928398,0,2021-11-14
201,9,101311004,1,1,4.135649297,NA,2418,4.135649297,4.135649297,215.0537634,4.135649297,2021-11-14
202,10,101311006,0,0,0,NA,0,0,0,0,0,2021-11-14
203,11,101311008,0,0,0,NA,0,0,0,0,0,2021-11-14
204,12,101311009,0,5,31.36762861,NA,1594,0,31.36762861,163.1116688,31.36762861,2021-11-14
205,13,101311012,0,1,2.675227394,NA,3738,0,2.675227394,176.565008,2.675227394,2021-11-14
206,14,101311013,0,0,0,1,0,0,0,0,0,2021-11-14
207,1,101312007,0,0,0,NA,0,0,0,0,0,2021-11-14
208,2,101312032,0,0,0,NA,0,0,0,0,0,2021-11-14
209,3,101312017,0,0,0,NA,0,0,0,0,0,2021-11-14
210,4,101312028,0,0,0,NA,0,0,0,0,0,2021-11-14
211,5,101312010,0,0,0,NA,0,0,0,0,0,2021-11-14
212,6,101312064,0,0,0,NA,0,0,0,0,0,2021-11-14
213,7,101312058,0,0,0,NA,0,0,0,0,0,2021-11-14
214,8,101312018,0,0,0,NA,0,0,0,0,0,2021-11-14
215,9,101312067,0,0,0,NA,0,0,0,0,0,2021-11-14
216,10,101312021,0,0,0,NA,0,0,0,0,0,2021-11-14
217,11,101312002,0,0,0,NA,0,0,0,0,0,2021-11-14
218,12,101312029,0,0,0,NA,0,0,0,0,0,2021-11-14
219,13,101312062,0,0,0,NA,0,0,0,0,0,2021-11-14
220,14,101312009,0,0,0,NA,0,0,0,0,0,2021-11-14
221,15,101312034,0,0,0,NA,0,0,0,0,0,2021-11-14
222,16,101312049,0,0,0,NA,0,0,0,0,0,2021-11-14
223,17,101312038,0,0,0,3,0,0,0,0,0,2021-11-14
224,18,101312004,0,0,0,NA,0,0,0,0,0,2021-11-14
225,19,101312023,0,0,0,NA,0,0,0,0,0,2021-11-14
226,20,101312003,0,0,0,NA,0,0,0,0,0,2021-11-14
227,21,101312022,0,0,0,NA,0,0,0,0,0,2021-11-14
228,22,101312027,0,0,0,NA,0,0,0,0,0,2021-11-14
229,23,101312030,0,0,0,NA,0,0,0,0,0,2021-11-14
230,24,101312035,0,0,0,NA,0,0,0,0,0,2021-11-14
231,25,101312045,0,1,10.31991744,1,969,0,10.31991744,567.5954592,0,2021-11-14
232,26,101312051,0,0,0,NA,0,0,0,0,0,2021-11-14
233,27,101312054,0,0,0,NA,0,0,0,0,0,2021-11-14
234,28,101312060,0,0,0,NA,0,0,0,0,0,2021-11-14
235,29,101312061,0,0,0,NA,0,0,0,0,0,2021-11-14
236,30,101312063,0,0,0,NA,0,0,0,0,0,2021-11-14
237,31,101312066,1,1,4.547521601,NA,2199,4.547521601,4.547521601,104.5929968,4.547521601,2021-11-14
238,32,101312012,2,4,1.556662516,NA,25696,0.778331258,1.556662516,524.9844334,3.113325031,2021-11-14
239,33,101312001,0,2,2.633658151,NA,7594,0,2.633658151,142.2175402,1.316829076,2021-11-14
240,34,101312059,0,0,0,NA,0,0,0,0,0,2021-11-14
241,35,101312052,0,1,1.108401685,NA,9022,0,1.108401685,280.4256262,2.21680337,2021-11-14
242,36,101312026,0,0,0,NA,0,0,0,0,0,2021-11-14
243,37,101312014,0,0,0,NA,0,0,0,0,0,2021-11-14
244,38,101312019,0,0,0,NA,0,0,0,0,0,2021-11-14
245,39,101312025,0,0,0,NA,0,0,0,0,0,2021-11-14
246,40,101312031,0,0,0,NA,0,0,0,0,0,2021-11-14
247,41,101312046,0,0,0,1,0,0,0,0,0,2021-11-14
248,42,101312047,0,0,0,1,0,0,0,0,0,2021-11-14
249,43,101312048,0,0,0,1,0,0,0,0,0,2021-11-14
250,44,101312050,0,1,4.351610096,NA,2298,0,4.351610096,339.4255875,4.351610096,2021-11-14
251,45,101312053,0,0,0,NA,0,0,0,0,0,2021-11-14
252,46,101312065,0,0,0,NA,0,0,0,0,0,2021-11-14
253,1,101313004,0,0,0,4,0,0,0,0,0,2021-11-14
254,2,101313003,0,0,0,NA,0,0,0,0,0,2021-11-14
255,3,101313009,0,0,0,4,0,0,0,0,0,2021-11-14
256,4,101313007,0,0,0,NA,0,0,0,0,0,2021-11-14
257,5,101313001,0,0,0,NA,0,0,0,0,0,2021-11-14
258,6,101313002,0,0,0,NA,0,0,0,0,0,2021-11-14
259,7,101313005,0,0,0,NA,0,0,0,0,0,2021-11-14
260,8,101313006,0,0,0,4,0,0,0,0,0,2021-11-14
261,9,101313010,0,0,0,2,0,0,0,0,0,2021-11-14
262,10,101313011,0,0,0,NA,0,0,0,0,0,2021-11-14
263,11,101313008,0,0,0,NA,0,0,0,0,0,2021-11-14
264,1,101314014,0,1,7.496251874,NA,1334,0,7.496251874,322.3388306,0,2021-11-14
265,2,101314008,0,1,2.714440825,NA,3684,0,2.714440825,46.14549403,0,2021-11-14
266,3,101314006,2,2,4.959087528,NA,4033,4.959087528,4.959087528,399.206546,7.438631292,2021-11-14
267,4,101314023,0,0,0,NA,0,0,0,0,0,2021-11-14
268,5,101314019,0,0,0,NA,0,0,0,0,0,2021-11-14
269,6,101314015,0,0,0,NA,0,0,0,0,0,2021-11-14
270,7,101314003,0,0,0,NA,0,0,0,0,0,2021-11-14
271,8,101314004,0,0,0,NA,0,0,0,0,0,2021-11-14
272,9,101314007,0,0,0,NA,0,0,0,0,0,2021-11-14
273,10,101314009,0,0,0,NA,0,0,0,0,0,2021-11-14
274,11,101314013,0,0,0,NA,0,0,0,0,0,2021-11-14
275,12,101314016,0,0,0,NA,0,0,0,0,0,2021-11-14
276,13,101314018,0,0,0,NA,0,0,0,0,0,2021-11-14
277,14,101314020,2,2,12.87001287,1,1554,12.87001287,12.87001287,289.5752896,12.87001287,2021-11-14
278,15,101314021,0,0,0,NA,0,0,0,0,0,2021-11-14
279,16,101314005,1,2,1.707504482,NA,11713,0.853752241,1.707504482,589.0890464,3.415008964,2021-11-14
280,17,101314012,0,0,0,NA,0,0,0,0,0,2021-11-14
281,18,101314017,0,0,0,NA,0,0,0,0,0,2021-11-14
282,19,101314011,0,0,0,NA,0,0,0,0,0,2021-11-14
283,20,101314001,1,5,5.007511267,NA,9985,1.001502253,5.007511267,635.9539309,1.001502253,2021-11-14
284,21,101314002,0,1,1.09469075,NA,9135,0,1.09469075,331.6912972,1.09469075,2021-11-14
285,22,101314010,0,0,0,NA,0,0,0,0,0,2021-11-14
286,1,101315020,1,1,5.656108597,NA,1768,5.656108597,5.656108597,124.4343891,5.656108597,2021-11-14
287,2,101315011,0,0,0,NA,0,0,0,0,0,2021-11-14
288,3,101315009,0,1,3.847633705,NA,2599,0,3.847633705,76.95267411,0,2021-11-14
289,4,101315007,0,0,0,NA,0,0,0,0,0,2021-11-14
290,5,101315005,0,0,0,NA,0,0,0,0,0,2021-11-14
291,6,101315019,0,0,0,NA,0,0,0,0,0,2021-11-14
292,7,101315013,0,0,0,NA,0,0,0,0,0,2021-11-14
293,8,101315003,0,0,0,NA,0,0,0,0,0,2021-11-14
294,9,101315010,0,1,2.075119319,NA,4819,0,2.075119319,151.4837103,2.075119319,2021-11-14
295,10,101315012,0,1,2.094679514,NA,4774,0,2.094679514,121.4914118,2.094679514,2021-11-14
296,11,101315017,0,0,0,NA,0,0,0,0,0,2021-11-14
297,12,101315018,0,0,0,NA,0,0,0,0,0,2021-11-14
298,13,101315008,1,1,0.709572128,NA,14093,0.709572128,0.709572128,206.4854892,0.709572128,2021-11-14
299,14,101315001,0,0,0,NA,0,0,0,0,0,2021-11-14
300,15,101315004,0,1,2.061005771,NA,4852,0,2.061005771,272.0527617,0,2021-11-14
301,16,101315002,0,0,0,NA,0,0,0,0,0,2021-11-14
302,17,101315006,2,2,2.618486515,NA,7638,2.618486515,2.618486515,126.996596,2.618486515,2021-11-14
303,18,101315014,0,0,0,NA,0,0,0,0,0,2021-11-14
304,19,101315015,2,2,1.64406083,NA,12165,1.64406083,1.64406083,346.0748048,1.64406083,2021-11-14
305,20,101315016,0,0,0,NA,0,0,0,0,0,2021-11-14
306,1,101316009,0,0,0,NA,0,0,0,0,0,2021-11-14
307,2,101316019,0,0,0,NA,0,0,0,0,0,2021-11-14
308,3,101316010,0,0,0,NA,0,0,0,0,0,2021-11-14
309,4,101316007,0,0,0,NA,0,0,0,0,0,2021-11-14
310,5,101316006,0,0,0,NA,0,0,0,0,0,2021-11-14
311,6,101316003,0,0,0,NA,0,0,0,0,0,2021-11-14
312,7,101316008,0,0,0,NA,0,0,0,0,0,2021-11-14
313,8,101316011,0,0,0,NA,0,0,0,0,0,2021-11-14
314,9,101316001,0,0,0,NA,0,0,0,0,0,2021-11-14
315,10,101316002,0,0,0,NA,0,0,0,0,0,2021-11-14
316,11,101316004,0,0,0,NA,0,0,0,0,0,2021-11-14
317,12,101316005,1,2,24.50980392,NA,816,12.25490196,24.50980392,49.01960784,24.50980392,2021-11-14
318,13,101316012,0,0,0,NA,0,0,0,0,0,2021-11-14
319,14,101316013,0,0,0,NA,0,0,0,0,0,2021-11-14
320,15,101316014,0,1,4.492362983,NA,2226,0,4.492362983,62.89308176,0,2021-11-14
321,16,101316015,0,0,0,NA,0,0,0,0,0,2021-11-14
322,17,101316016,0,0,0,NA,0,0,0,0,0,2021-11-14
323,18,101316017,0,0,0,NA,0,0,0,0,0,2021-11-14
324,19,101316018,1,1,0.911577028,NA,10970,0.911577028,0.911577028,229.7174111,0.911577028,2021-11-14
325,1,101317013,0,0,0,NA,0,0,0,0,0,2021-11-14
326,2,101317035,0,0,0,NA,0,0,0,0,0,2021-11-14
327,3,101317002,0,0,0,1,0,0,0,0,0,2021-11-14
328,4,101317012,0,0,0,NA,0,0,0,0,0,2021-11-14
329,5,101317036,0,0,0,NA,0,0,0,0,0,2021-11-14
330,6,101317007,0,0,0,NA,0,0,0,0,0,2021-11-14
331,7,101317010,1,1,2.96647879,NA,3371,2.96647879,2.96647879,86.0278849,2.96647879,2021-11-14
332,8,101317020,3,4,16.16161616,1,2475,12.12121212,16.16161616,169.6969697,12.12121212,2021-11-14
333,9,101317004,0,0,0,NA,0,0,0,0,0,2021-11-14
334,10,101317027,0,0,0,1,0,0,0,0,0,2021-11-14
335,11,101317016,0,0,0,NA,0,0,0,0,0,2021-11-14
336,12,101317017,0,0,0,NA,0,0,0,0,0,2021-11-14
337,13,101317018,0,1,4.217629692,NA,2371,0,4.217629692,113.8760017,0,2021-11-14
338,14,101317003,0,0,0,1,0,0,0,0,0,2021-11-14
339,15,101317006,0,0,0,NA,0,0,0,0,0,2021-11-14
340,16,101317008,0,0,0,1,0,0,0,0,0,2021-11-14
341,17,101317009,0,0,0,NA,0,0,0,0,0,2021-11-14
342,18,101317014,0,0,0,NA,0,0,0,0,0,2021-11-14
343,19,101317019,0,0,0,NA,0,0,0,0,0,2021-11-14
344,20,101317021,0,0,0,NA,0,0,0,0,0,2021-11-14
345,21,101317022,0,0,0,NA,0,0,0,0,0,2021-11-14
346,22,101317025,0,0,0,NA,0,0,0,0,0,2021-11-14
347,23,101317026,0,0,0,NA,0,0,0,0,0,2021-11-14
348,24,101317029,1,1,3.769317753,NA,2653,3.769317753,3.769317753,98.00226159,3.769317753,2021-11-14
349,25,101317031,0,0,0,NA,0,0,0,0,0,2021-11-14
350,26,101317033,0,0,0,NA,0,0,0,0,0,2021-11-14
351,27,101317034,0,0,0,1,0,0,0,0,0,2021-11-14
352,28,101317001,0,1,0.754261578,NA,13258,0,0.754261578,346.9603258,0,2021-11-14
353,29,101317028,0,0,0,NA,0,0,0,0,0,2021-11-14
354,30,101317030,1,2,2.517306482,NA,7945,1.258653241,2.517306482,280.6796728,3.775959723,2021-11-14
355,31,101317032,0,0,0,NA,0,0,0,0,0,2021-11-14
356,1,101318016,0,0,0,NA,0,0,0,0,0,2021-11-14
357,2,101318003,0,0,0,1,0,0,0,0,0,2021-11-14
358,3,101318024,0,0,0,NA,0,0,0,0,0,2021-11-14
359,4,101318029,0,0,0,1,0,0,0,0,0,2021-11-14
360,5,101318025,0,0,0,NA,0,0,0,0,0,2021-11-14
361,6,101318004,0,0,0,NA,0,0,0,0,0,2021-11-14
362,7,101318019,0,0,0,NA,0,0,0,0,0,2021-11-14
363,8,101318023,0,0,0,NA,0,0,0,0,0,2021-11-14
364,9,101318001,0,0,0,NA,0,0,0,0,0,2021-11-14
365,10,101318002,0,0,0,NA,0,0,0,0,0,2021-11-14
366,11,101318005,0,0,0,NA,0,0,0,0,0,2021-11-14
367,12,101318007,0,0,0,NA,0,0,0,0,0,2021-11-14
368,13,101318009,0,0,0,NA,0,0,0,0,0,2021-11-14
369,14,101318014,0,0,0,NA,0,0,0,0,0,2021-11-14
370,15,101318020,0,0,0,NA,0,0,0,0,0,2021-11-14
371,16,101318021,0,0,0,NA,0,0,0,0,0,2021-11-14
372,17,101318026,0,0,0,NA,0,0,0,0,0,2021-11-14
373,18,101318027,0,0,0,NA,0,0,0,0,0,2021-11-14
374,19,101318028,0,0,0,1,0,0,0,0,0,2021-11-14
375,20,101318030,0,0,0,NA,0,0,0,0,0,2021-11-14
376,21,101318031,0,0,0,NA,0,0,0,0,0,2021-11-14
377,22,101318032,0,0,0,NA,0,0,0,0,0,2021-11-14
378,23,101318022,4,5,4.891889248,1,10221,3.913511398,4.891889248,246.5512181,4.891889248,2021-11-14
379,24,101318010,0,1,1.795654516,NA,5569,0,1.795654516,59.25659903,0,2021-11-14
380,1,101319010,0,0,0,NA,0,0,0,0,0,2021-11-14
381,2,101319006,0,0,0,NA,0,0,0,0,0,2021-11-14
382,3,101319007,0,0,0,NA,0,0,0,0,0,2021-11-14
383,4,101319002,0,0,0,NA,0,0,0,0,0,2021-11-14
384,5,101319003,0,0,0,NA,0,0,0,0,0,2021-11-14
385,6,101319004,0,0,0,NA,0,0,0,0,0,2021-11-14
386,7,101319005,0,0,0,NA,0,0,0,0,0,2021-11-14
