"","X","Bgy_Code","cases_7","cases_14","infection_rate","classification","population","AR_7","AR_14","AR_cumulative","AR_active","linelist_date"
"1",1,101301001,0,0,0,NA,0,0,0,0,0,2022-04-17
"2",2,101301015,0,0,0,NA,0,0,0,0,0,2022-04-17
"3",3,101301003,0,0,0,2,0,0,0,0,0,2022-04-17
"4",4,101301005,0,0,0,NA,0,0,0,0,0,2022-04-17
"5",5,101301007,0,0,0,NA,0,0,0,0,0,2022-04-17
"6",6,101301014,0,1,3.13577924114142,1,3189,0,3.13577924114142,163.060520539354,0,2022-04-17
"7",7,101301016,0,0,0,NA,0,0,0,0,0,2022-04-17
"8",8,101301002,0,0,0,NA,0,0,0,0,0,2022-04-17
"9",9,101301004,0,0,0,NA,0,0,0,0,0,2022-04-17
"10",10,101301006,0,0,0,NA,0,0,0,0,0,2022-04-17
"11",11,101301008,0,0,0,NA,0,0,0,0,0,2022-04-17
"12",12,101301009,0,0,0,NA,0,0,0,0,0,2022-04-17
"13",13,101301010,0,0,0,NA,0,0,0,0,0,2022-04-17
"14",14,101301011,0,0,0,NA,0,0,0,0,0,2022-04-17
"15",15,101301013,0,0,0,NA,0,0,0,0,0,2022-04-17
"16",16,101301012,0,0,0,NA,0,0,0,0,0,2022-04-17
"17",1,101304018,0,0,0,NA,0,0,0,0,0,2022-04-17
"18",2,101304024,0,0,0,NA,0,0,0,0,0,2022-04-17
"19",3,101304011,0,0,0,NA,0,0,0,0,0,2022-04-17
"20",4,101304008,0,0,0,NA,0,0,0,0,0,2022-04-17
"21",5,101304013,0,0,0,NA,0,0,0,0,0,2022-04-17
"22",6,101304016,0,0,0,NA,0,0,0,0,0,2022-04-17
"23",7,101304002,0,0,0,NA,0,0,0,0,0,2022-04-17
"24",8,101304019,0,0,0,NA,0,0,0,0,0,2022-04-17
"25",9,101304025,0,0,0,NA,0,0,0,0,0,2022-04-17
"26",10,101304014,0,0,0,NA,0,0,0,0,0,2022-04-17
"27",11,101304021,0,0,0,NA,0,0,0,0,0,2022-04-17
"28",12,101304003,0,0,0,NA,0,0,0,0,0,2022-04-17
"29",13,101304030,0,0,0,NA,0,0,0,0,0,2022-04-17
"30",14,101304004,0,0,0,NA,0,0,0,0,0,2022-04-17
"31",15,101304001,0,0,0,NA,0,0,0,0,0,2022-04-17
"32",16,101304006,0,0,0,2,0,0,0,0,0,2022-04-17
"33",17,101304009,0,0,0,NA,0,0,0,0,0,2022-04-17
"34",18,101304010,0,0,0,NA,0,0,0,0,0,2022-04-17
"35",19,101304012,0,0,0,NA,0,0,0,0,0,2022-04-17
"36",20,101304015,0,0,0,NA,0,0,0,0,0,2022-04-17
"37",21,101304017,0,0,0,NA,0,0,0,0,0,2022-04-17
"38",22,101304020,0,0,0,NA,0,0,0,0,0,2022-04-17
"39",23,101304023,0,0,0,NA,0,0,0,0,0,2022-04-17
"40",24,101304026,0,0,0,NA,0,0,0,0,0,2022-04-17
"41",25,101304027,0,0,0,NA,0,0,0,0,0,2022-04-17
"42",26,101304028,0,0,0,3,0,0,0,0,0,2022-04-17
"43",27,101304029,0,0,0,NA,0,0,0,0,0,2022-04-17
"44",28,101304005,0,0,0,NA,0,0,0,0,0,2022-04-17
"45",29,101304022,0,0,0,NA,0,0,0,0,0,2022-04-17
"46",1,101305010,0,0,0,NA,0,0,0,0,0,2022-04-17
"47",2,101305015,0,0,0,NA,0,0,0,0,0,2022-04-17
"48",3,101305005,0,0,0,NA,0,0,0,0,0,2022-04-17
"49",4,101305007,0,0,0,NA,0,0,0,0,0,2022-04-17
"50",5,101305001,0,0,0,NA,0,0,0,0,0,2022-04-17
"51",6,101305002,0,0,0,NA,0,0,0,0,0,2022-04-17
"52",7,101305003,0,0,0,NA,0,0,0,0,0,2022-04-17
"53",8,101305004,0,0,0,NA,0,0,0,0,0,2022-04-17
"54",9,101305006,0,0,0,NA,0,0,0,0,0,2022-04-17
"55",10,101305011,0,0,0,NA,0,0,0,0,0,2022-04-17
"56",11,101305012,0,0,0,NA,0,0,0,0,0,2022-04-17
"57",12,101305013,0,0,0,NA,0,0,0,0,0,2022-04-17
"58",13,101305008,0,0,0,NA,0,0,0,0,0,2022-04-17
"59",1,101306007,0,0,0,NA,0,0,0,0,0,2022-04-17
"60",2,101306012,0,0,0,NA,0,0,0,0,0,2022-04-17
"61",3,101306003,0,0,0,NA,0,0,0,0,0,2022-04-17
"62",4,101306011,0,0,0,NA,0,0,0,0,0,2022-04-17
"63",5,101306015,0,0,0,NA,0,0,0,0,0,2022-04-17
"64",6,101306013,0,0,0,NA,0,0,0,0,0,2022-04-17
"65",7,101306017,0,0,0,NA,0,0,0,0,0,2022-04-17
"66",8,101306006,0,0,0,NA,0,0,0,0,0,2022-04-17
"67",9,101306001,0,0,0,NA,0,0,0,0,0,2022-04-17
"68",10,101306002,0,0,0,NA,0,0,0,0,0,2022-04-17
"69",11,101306004,0,0,0,NA,0,0,0,0,0,2022-04-17
"70",12,101306005,0,0,0,NA,0,0,0,0,0,2022-04-17
"71",13,101306008,0,0,0,NA,0,0,0,0,0,2022-04-17
"72",14,101306009,0,0,0,NA,0,0,0,0,0,2022-04-17
"73",15,101306010,0,0,0,NA,0,0,0,0,0,2022-04-17
"74",16,101306016,0,0,0,NA,0,0,0,0,0,2022-04-17
"75",17,101306014,0,0,0,NA,0,0,0,0,0,2022-04-17
"76",1,101307005,0,0,0,NA,0,0,0,0,0,2022-04-17
"77",2,101307014,0,0,0,NA,0,0,0,0,0,2022-04-17
"78",3,101307013,1,1,2.55885363357216,1,3908,2.55885363357216,2.55885363357216,166.32548618219,2.55885363357216,2022-04-17
"79",4,101307004,0,0,0,NA,0,0,0,0,0,2022-04-17
"80",5,101307002,0,0,0,NA,0,0,0,0,0,2022-04-17
"81",6,101307001,0,0,0,NA,0,0,0,0,0,2022-04-17
"82",7,101307003,0,0,0,NA,0,0,0,0,0,2022-04-17
"83",8,101307006,0,0,0,NA,0,0,0,0,0,2022-04-17
"84",9,101307007,0,0,0,1,0,0,0,0,0,2022-04-17
"85",10,101307009,0,0,0,NA,0,0,0,0,0,2022-04-17
"86",11,101307012,0,0,0,NA,0,0,0,0,0,2022-04-17
"87",12,101307015,0,0,0,1,0,0,0,0,0,2022-04-17
"88",13,101307010,0,0,0,1,0,0,0,0,0,2022-04-17
"89",14,101307008,0,0,0,NA,0,0,0,0,0,2022-04-17
"90",1,101309012,0,0,0,NA,0,0,0,0,0,2022-04-17
"91",2,101309026,0,0,0,NA,0,0,0,0,0,2022-04-17
"92",3,101309020,0,0,0,NA,0,0,0,0,0,2022-04-17
"93",4,101309014,0,0,0,NA,0,0,0,0,0,2022-04-17
"94",5,101309006,0,0,0,NA,0,0,0,0,0,2022-04-17
"95",6,101309022,0,0,0,NA,0,0,0,0,0,2022-04-17
"96",7,101309011,0,0,0,NA,0,0,0,0,0,2022-04-17
"97",8,101309021,0,0,0,NA,0,0,0,0,0,2022-04-17
"98",9,101309009,0,0,0,NA,0,0,0,0,0,2022-04-17
"99",10,101309013,0,0,0,NA,0,0,0,0,0,2022-04-17
"100",11,101309015,0,0,0,NA,0,0,0,0,0,2022-04-17
"101",12,101309032,0,0,0,NA,0,0,0,0,0,2022-04-17
"102",13,101309034,0,0,0,NA,0,0,0,0,0,2022-04-17
"103",14,101309038,0,0,0,NA,0,0,0,0,0,2022-04-17
"104",15,101309001,0,0,0,NA,0,0,0,0,0,2022-04-17
"105",16,101309002,0,0,0,NA,0,0,0,0,0,2022-04-17
"106",17,101309003,0,0,0,NA,0,0,0,0,0,2022-04-17
"107",18,101309004,0,0,0,NA,0,0,0,0,0,2022-04-17
"108",19,101309005,0,0,0,NA,0,0,0,0,0,2022-04-17
"109",20,101309007,0,0,0,NA,0,0,0,0,0,2022-04-17
"110",21,101309010,0,0,0,NA,0,0,0,0,0,2022-04-17
"111",22,101309019,0,0,0,NA,0,0,0,0,0,2022-04-17
"112",23,101309023,0,0,0,NA,0,0,0,0,0,2022-04-17
"113",24,101309025,0,0,0,NA,0,0,0,0,0,2022-04-17
"114",25,101309028,0,0,0,NA,0,0,0,0,0,2022-04-17
"115",26,101309029,0,0,0,NA,0,0,0,0,0,2022-04-17
"116",27,101309030,0,0,0,NA,0,0,0,0,0,2022-04-17
"117",28,101309033,0,0,0,NA,0,0,0,0,0,2022-04-17
"118",29,101309035,0,0,0,NA,0,0,0,0,0,2022-04-17
"119",30,101309037,0,0,0,NA,0,0,0,0,0,2022-04-17
"120",31,101309039,0,0,0,NA,0,0,0,0,0,2022-04-17
"121",32,101309040,0,0,0,NA,0,0,0,0,0,2022-04-17
"122",33,101309041,0,0,0,NA,0,0,0,0,0,2022-04-17
"123",34,101309042,0,0,0,NA,0,0,0,0,0,2022-04-17
"124",35,101309031,0,0,0,NA,0,0,0,0,0,2022-04-17
"125",1,101310014,0,0,0,NA,0,0,0,0,0,2022-04-17
"126",2,101310002,0,0,0,NA,0,0,0,0,0,2022-04-17
"127",3,101310003,0,0,0,NA,0,0,0,0,0,2022-04-17
"128",4,101310005,0,0,0,NA,0,0,0,0,0,2022-04-17
"129",5,101310007,0,0,0,NA,0,0,0,0,0,2022-04-17
"130",6,101310008,0,0,0,NA,0,0,0,0,0,2022-04-17
"131",7,101310009,0,0,0,NA,0,0,0,0,0,2022-04-17
"132",8,101310013,0,0,0,NA,0,0,0,0,0,2022-04-17
"133",9,101310006,0,0,0,NA,0,0,0,0,0,2022-04-17
"134",10,101310011,0,0,0,NA,0,0,0,0,0,2022-04-17
"135",11,101310012,0,0,0,NA,0,0,0,0,0,2022-04-17
"136",12,101310001,0,0,0,NA,0,0,0,0,0,2022-04-17
"137",13,101310004,0,0,0,NA,0,0,0,0,0,2022-04-17
"138",14,101310010,0,0,0,NA,0,0,0,0,0,2022-04-17
"139",1,101311007,0,0,0,NA,0,0,0,0,0,2022-04-17
"140",2,101311005,0,0,0,NA,0,0,0,0,0,2022-04-17
"141",3,101311011,0,0,0,NA,0,0,0,0,0,2022-04-17
"142",4,101311010,0,0,0,NA,0,0,0,0,0,2022-04-17
"143",5,101311014,0,0,0,NA,0,0,0,0,0,2022-04-17
"144",6,101311001,0,0,0,NA,0,0,0,0,0,2022-04-17
"145",7,101311002,0,0,0,NA,0,0,0,0,0,2022-04-17
"146",8,101311003,0,0,0,NA,0,0,0,0,0,2022-04-17
"147",9,101311004,0,0,0,NA,0,0,0,0,0,2022-04-17
"148",10,101311006,0,0,0,NA,0,0,0,0,0,2022-04-17
"149",11,101311008,0,0,0,NA,0,0,0,0,0,2022-04-17
"150",12,101311009,0,0,0,NA,0,0,0,0,0,2022-04-17
"151",13,101311012,0,1,2.67522739432852,NA,3738,0,2.67522739432852,224.719101123595,0,2022-04-17
"152",14,101311013,0,0,0,NA,0,0,0,0,0,2022-04-17
"153",1,101312007,0,0,0,NA,0,0,0,0,0,2022-04-17
"154",2,101312032,0,0,0,NA,0,0,0,0,0,2022-04-17
"155",3,101312017,0,0,0,NA,0,0,0,0,0,2022-04-17
"156",4,101312028,0,0,0,NA,0,0,0,0,0,2022-04-17
"157",5,101312010,0,0,0,NA,0,0,0,0,0,2022-04-17
"158",6,101312064,0,0,0,NA,0,0,0,0,0,2022-04-17
"159",7,101312058,0,0,0,NA,0,0,0,0,0,2022-04-17
"160",8,101312018,0,0,0,NA,0,0,0,0,0,2022-04-17
"161",9,101312067,0,0,0,NA,0,0,0,0,0,2022-04-17
"162",10,101312021,0,0,0,NA,0,0,0,0,0,2022-04-17
"163",11,101312002,0,0,0,NA,0,0,0,0,0,2022-04-17
"164",12,101312029,0,0,0,NA,0,0,0,0,0,2022-04-17
"165",13,101312062,0,0,0,NA,0,0,0,0,0,2022-04-17
"166",14,101312009,0,0,0,NA,0,0,0,0,0,2022-04-17
"167",15,101312034,0,0,0,NA,0,0,0,0,0,2022-04-17
"168",16,101312049,0,0,0,NA,0,0,0,0,0,2022-04-17
"169",17,101312038,0,0,0,NA,0,0,0,0,0,2022-04-17
"170",18,101312004,0,0,0,NA,0,0,0,0,0,2022-04-17
"171",19,101312023,0,0,0,NA,0,0,0,0,0,2022-04-17
"172",20,101312003,0,0,0,NA,0,0,0,0,0,2022-04-17
"173",21,101312022,0,0,0,NA,0,0,0,0,0,2022-04-17
"174",22,101312027,0,0,0,NA,0,0,0,0,0,2022-04-17
"175",23,101312030,0,0,0,NA,0,0,0,0,0,2022-04-17
"176",24,101312035,0,0,0,NA,0,0,0,0,0,2022-04-17
"177",25,101312045,0,0,0,NA,0,0,0,0,0,2022-04-17
"178",26,101312051,0,0,0,NA,0,0,0,0,0,2022-04-17
"179",27,101312054,0,1,3.11623558741041,1,3209,0,3.11623558741041,548.457463384232,0,2022-04-17
"180",28,101312060,0,0,0,NA,0,0,0,0,0,2022-04-17
"181",29,101312061,0,0,0,NA,0,0,0,0,0,2022-04-17
"182",30,101312063,0,0,0,NA,0,0,0,0,0,2022-04-17
"183",31,101312066,0,0,0,NA,0,0,0,0,0,2022-04-17
"184",32,101312012,0,0,0,NA,0,0,0,0,0,2022-04-17
"185",33,101312001,0,0,0,NA,0,0,0,0,0,2022-04-17
"186",34,101312059,0,0,0,NA,0,0,0,0,0,2022-04-17
"187",35,101312052,0,0,0,NA,0,0,0,0,0,2022-04-17
"188",36,101312026,0,0,0,NA,0,0,0,0,0,2022-04-17
"189",37,101312014,0,1,1.42775556824672,NA,7004,0,1.42775556824672,89.9486007995431,1.42775556824672,2022-04-17
"190",38,101312019,0,0,0,NA,0,0,0,0,0,2022-04-17
"191",39,101312025,0,0,0,NA,0,0,0,0,0,2022-04-17
"192",40,101312031,0,0,0,NA,0,0,0,0,0,2022-04-17
"193",41,101312046,0,0,0,NA,0,0,0,0,0,2022-04-17
"194",42,101312047,0,0,0,NA,0,0,0,0,0,2022-04-17
"195",43,101312048,0,0,0,NA,0,0,0,0,0,2022-04-17
"196",44,101312050,0,0,0,NA,0,0,0,0,0,2022-04-17
"197",45,101312053,0,0,0,NA,0,0,0,0,0,2022-04-17
"198",46,101312065,0,0,0,NA,0,0,0,0,0,2022-04-17
"199",1,101313004,0,0,0,NA,0,0,0,0,0,2022-04-17
"200",2,101313003,0,0,0,NA,0,0,0,0,0,2022-04-17
"201",3,101313009,0,0,0,1,0,0,0,0,0,2022-04-17
"202",4,101313007,0,0,0,NA,0,0,0,0,0,2022-04-17
"203",5,101313001,0,0,0,NA,0,0,0,0,0,2022-04-17
"204",6,101313002,0,0,0,NA,0,0,0,0,0,2022-04-17
"205",7,101313005,1,1,6.72043010752688,1,1488,6.72043010752688,6.72043010752688,107.52688172043,6.72043010752688,2022-04-17
"206",8,101313006,0,0,0,NA,0,0,0,0,0,2022-04-17
"207",9,101313010,0,0,0,NA,0,0,0,0,0,2022-04-17
"208",10,101313011,0,0,0,1,0,0,0,0,0,2022-04-17
"209",11,101313008,0,0,0,NA,0,0,0,0,0,2022-04-17
"210",1,101314014,0,0,0,NA,0,0,0,0,0,2022-04-17
"211",2,101314008,0,0,0,NA,0,0,0,0,0,2022-04-17
"212",3,101314006,0,0,0,NA,0,0,0,0,0,2022-04-17
"213",4,101314023,0,0,0,NA,0,0,0,0,0,2022-04-17
"214",5,101314019,0,0,0,NA,0,0,0,0,0,2022-04-17
"215",6,101314015,0,0,0,4,0,0,0,0,0,2022-04-17
"216",7,101314003,0,0,0,4,0,0,0,0,0,2022-04-17
"217",8,101314004,0,0,0,NA,0,0,0,0,0,2022-04-17
"218",9,101314007,0,0,0,4,0,0,0,0,0,2022-04-17
"219",10,101314009,0,0,0,NA,0,0,0,0,0,2022-04-17
"220",11,101314013,0,0,0,NA,0,0,0,0,0,2022-04-17
"221",12,101314016,0,0,0,NA,0,0,0,0,0,2022-04-17
"222",13,101314018,0,0,0,NA,0,0,0,0,0,2022-04-17
"223",14,101314020,0,0,0,4,0,0,0,0,0,2022-04-17
"224",15,101314021,0,0,0,NA,0,0,0,0,0,2022-04-17
"225",16,101314005,0,1,0.853752241099633,NA,11713,0,0.853752241099633,735.080679586784,2.5612567232989,2022-04-17
"226",17,101314012,0,0,0,NA,0,0,0,0,0,2022-04-17
"227",18,101314017,1,1,1.14797382619676,NA,8711,1.14797382619676,1.14797382619676,902.307427390655,5.73986913098381,2022-04-17
"228",19,101314011,0,0,0,NA,0,0,0,0,0,2022-04-17
"229",20,101314001,0,0,0,NA,0,0,0,0,0,2022-04-17
"230",21,101314002,0,0,0,NA,0,0,0,0,0,2022-04-17
"231",22,101314010,0,0,0,NA,0,0,0,0,0,2022-04-17
"232",1,101315020,0,0,0,NA,0,0,0,0,0,2022-04-17
"233",2,101315011,0,0,0,NA,0,0,0,0,0,2022-04-17
"234",3,101315009,0,0,0,NA,0,0,0,0,0,2022-04-17
"235",4,101315007,0,1,5.95238095238095,1,1680,0,5.95238095238095,184.52380952381,0,2022-04-17
"236",5,101315005,0,0,0,1,0,0,0,0,0,2022-04-17
"237",6,101315019,0,0,0,NA,0,0,0,0,0,2022-04-17
"238",7,101315013,0,0,0,NA,0,0,0,0,0,2022-04-17
"239",8,101315003,0,0,0,NA,0,0,0,0,0,2022-04-17
"240",9,101315010,0,0,0,NA,0,0,0,0,0,2022-04-17
"241",10,101315012,0,0,0,NA,0,0,0,0,0,2022-04-17
"242",11,101315017,0,0,0,NA,0,0,0,0,0,2022-04-17
"243",12,101315018,0,0,0,NA,0,0,0,0,0,2022-04-17
"244",13,101315008,0,0,0,NA,0,0,0,0,0,2022-04-17
"245",14,101315001,0,0,0,NA,0,0,0,0,0,2022-04-17
"246",15,101315004,1,1,2.06100577081616,NA,4852,2.06100577081616,2.06100577081616,313.272877164056,2.06100577081616,2022-04-17
"247",16,101315002,0,0,0,NA,0,0,0,0,0,2022-04-17
"248",17,101315006,0,0,0,NA,0,0,0,0,0,2022-04-17
"249",18,101315014,0,0,0,NA,0,0,0,0,0,2022-04-17
"250",19,101315015,1,1,0.82203041512536,NA,12165,0.82203041512536,0.82203041512536,439.786272092067,1.64406083025072,2022-04-17
"251",20,101315016,0,0,0,NA,0,0,0,0,0,2022-04-17
"252",1,101316009,0,0,0,NA,0,0,0,0,0,2022-04-17
"253",2,101316019,0,0,0,NA,0,0,0,0,0,2022-04-17
"254",3,101316010,0,0,0,1,0,0,0,0,0,2022-04-17
"255",4,101316007,0,0,0,NA,0,0,0,0,0,2022-04-17
"256",5,101316006,0,0,0,NA,0,0,0,0,0,2022-04-17
"257",6,101316003,0,0,0,NA,0,0,0,0,0,2022-04-17
"258",7,101316008,0,0,0,NA,0,0,0,0,0,2022-04-17
"259",8,101316011,0,0,0,NA,0,0,0,0,0,2022-04-17
"260",9,101316001,0,0,0,1,0,0,0,0,0,2022-04-17
"261",10,101316002,0,0,0,NA,0,0,0,0,0,2022-04-17
"262",11,101316004,0,0,0,1,0,0,0,0,0,2022-04-17
"263",12,101316005,0,0,0,NA,0,0,0,0,0,2022-04-17
"264",13,101316012,0,0,0,NA,0,0,0,0,0,2022-04-17
"265",14,101316013,0,0,0,1,0,0,0,0,0,2022-04-17
"266",15,101316014,0,0,0,NA,0,0,0,0,0,2022-04-17
"267",16,101316015,0,0,0,NA,0,0,0,0,0,2022-04-17
"268",17,101316016,0,0,0,NA,0,0,0,0,0,2022-04-17
"269",18,101316017,0,0,0,NA,0,0,0,0,0,2022-04-17
"270",19,101316018,2,2,1.82315405651778,1,10970,1.82315405651778,1.82315405651778,375.569735642662,0.911577028258888,2022-04-17
"271",1,101317013,0,0,0,NA,0,0,0,0,0,2022-04-17
"272",2,101317035,0,0,0,NA,0,0,0,0,0,2022-04-17
"273",3,101317002,0,0,0,NA,0,0,0,0,0,2022-04-17
"274",4,101317012,0,0,0,NA,0,0,0,0,0,2022-04-17
"275",5,101317036,0,0,0,NA,0,0,0,0,0,2022-04-17
"276",6,101317007,0,0,0,NA,0,0,0,0,0,2022-04-17
"277",7,101317010,0,0,0,NA,0,0,0,0,0,2022-04-17
"278",8,101317020,0,0,0,NA,0,0,0,0,0,2022-04-17
"279",9,101317004,0,0,0,NA,0,0,0,0,0,2022-04-17
"280",10,101317027,0,0,0,NA,0,0,0,0,0,2022-04-17
"281",11,101317016,0,0,0,NA,0,0,0,0,0,2022-04-17
"282",12,101317017,0,0,0,NA,0,0,0,0,0,2022-04-17
"283",13,101317018,0,0,0,NA,0,0,0,0,0,2022-04-17
"284",14,101317003,0,0,0,NA,0,0,0,0,0,2022-04-17
"285",15,101317006,0,0,0,NA,0,0,0,0,0,2022-04-17
"286",16,101317008,0,0,0,NA,0,0,0,0,0,2022-04-17
"287",17,101317009,0,0,0,NA,0,0,0,0,0,2022-04-17
"288",18,101317014,0,0,0,NA,0,0,0,0,0,2022-04-17
"289",19,101317019,0,0,0,NA,0,0,0,0,0,2022-04-17
"290",20,101317021,0,0,0,NA,0,0,0,0,0,2022-04-17
"291",21,101317022,0,0,0,NA,0,0,0,0,0,2022-04-17
"292",22,101317025,0,0,0,NA,0,0,0,0,0,2022-04-17
"293",23,101317026,0,0,0,NA,0,0,0,0,0,2022-04-17
"294",24,101317029,0,0,0,NA,0,0,0,0,0,2022-04-17
"295",25,101317031,0,0,0,NA,0,0,0,0,0,2022-04-17
"296",26,101317033,0,0,0,NA,0,0,0,0,0,2022-04-17
"297",27,101317034,0,0,0,NA,0,0,0,0,0,2022-04-17
"298",28,101317001,0,1,0.754261577915221,1,13258,0,0.754261577915221,394.478805249661,0,2022-04-17
"299",29,101317028,0,0,0,NA,0,0,0,0,0,2022-04-17
"300",30,101317030,0,0,0,NA,0,0,0,0,0,2022-04-17
"301",31,101317032,0,0,0,1,0,0,0,0,0,2022-04-17
"302",1,101321034,0,0,0,4,0,0,0,0,0,2022-04-17
"303",2,101321022,0,0,0,NA,0,0,0,0,0,2022-04-17
"304",3,101321025,0,0,0,4,0,0,0,0,0,2022-04-17
"305",4,101321005,0,0,0,4,0,0,0,0,0,2022-04-17
"306",5,101321026,0,0,0,4,0,0,0,0,0,2022-04-17
"307",6,101321015,0,0,0,4,0,0,0,0,0,2022-04-17
"308",7,101321023,0,0,0,4,0,0,0,0,0,2022-04-17
"309",8,101321003,0,0,0,4,0,0,0,0,0,2022-04-17
"310",9,101321006,0,0,0,4,0,0,0,0,0,2022-04-17
"311",10,101321007,0,0,0,4,0,0,0,0,0,2022-04-17
"312",11,101321008,0,0,0,4,0,0,0,0,0,2022-04-17
"313",12,101321014,0,0,0,4,0,0,0,0,0,2022-04-17
"314",13,101321018,0,0,0,NA,0,0,0,0,0,2022-04-17
"315",14,101321019,0,0,0,NA,0,0,0,0,0,2022-04-17
"316",15,101321028,0,0,0,NA,0,0,0,0,0,2022-04-17
"317",16,101321030,0,0,0,4,0,0,0,0,0,2022-04-17
"318",17,101321035,0,0,0,4,0,0,0,0,0,2022-04-17
"319",18,101321033,0,0,0,NA,0,0,0,0,0,2022-04-17
"320",19,101321001,0,0,0,4,0,0,0,0,0,2022-04-17
"321",20,101321029,0,0,0,4,0,0,0,0,0,2022-04-17
"322",21,101321021,0,0,0,4,0,0,0,0,0,2022-04-17
"323",22,101321010,0,0,0,4,0,0,0,0,0,2022-04-17
"324",23,101321011,0,0,0,NA,0,0,0,0,0,2022-04-17
"325",24,101321013,0,0,0,4,0,0,0,0,0,2022-04-17
"326",25,101321002,0,0,0,NA,0,0,0,0,0,2022-04-17
"327",26,101321004,0,0,0,NA,0,0,0,0,0,2022-04-17
"328",27,101321012,0,0,0,4,0,0,0,0,0,2022-04-17
"329",28,101321016,0,0,0,NA,0,0,0,0,0,2022-04-17
"330",29,101321017,0,0,0,4,0,0,0,0,0,2022-04-17
"331",30,101321020,0,0,0,NA,0,0,0,0,0,2022-04-17
"332",31,101321024,0,0,0,4,0,0,0,0,0,2022-04-17
"333",1,101802003,0,0,0,NA,0,0,0,0,0,2022-04-17
"334",2,101802002,0,0,0,NA,0,0,0,0,0,2022-04-17
"335",3,101802007,0,0,0,NA,0,0,0,0,0,2022-04-17
"336",4,101802001,0,0,0,NA,0,0,0,0,0,2022-04-17
"337",5,101802004,0,0,0,NA,0,0,0,0,0,2022-04-17
"338",6,101802005,0,0,0,NA,0,0,0,0,0,2022-04-17
"339",7,101802006,0,0,0,NA,0,0,0,0,0,2022-04-17
"340",1,101803009,0,0,0,NA,0,0,0,0,0,2022-04-17
"341",2,101803010,0,0,0,NA,0,0,0,0,0,2022-04-17
"342",3,101803002,0,0,0,NA,0,0,0,0,0,2022-04-17
"343",4,101803013,0,0,0,4,0,0,0,0,0,2022-04-17
"344",5,101803008,0,0,0,NA,0,0,0,0,0,2022-04-17
"345",6,101803001,1,1,6.2111801242236,1,1610,6.2111801242236,6.2111801242236,347.826086956522,6.2111801242236,2022-04-17
"346",7,101803004,0,0,0,NA,0,0,0,0,0,2022-04-17
"347",8,101803005,0,0,0,NA,0,0,0,0,0,2022-04-17
"348",9,101803006,0,0,0,NA,0,0,0,0,0,2022-04-17
"349",10,101803007,0,0,0,NA,0,0,0,0,0,2022-04-17
"350",11,101803011,0,0,0,1,0,0,0,0,0,2022-04-17
"351",12,101803012,0,0,0,NA,0,0,0,0,0,2022-04-17
"352",13,101803014,0,0,0,NA,0,0,0,0,0,2022-04-17
"353",1,103502017,0,0,0,4,0,0,0,0,0,2022-04-17
"354",2,103502013,0,0,0,4,0,0,0,0,0,2022-04-17
"355",3,103502022,0,0,0,4,0,0,0,0,0,2022-04-17
"356",4,103502007,0,0,0,4,0,0,0,0,0,2022-04-17
"357",5,103502025,0,0,0,4,0,0,0,0,0,2022-04-17
"358",6,103502019,0,0,0,4,0,0,0,0,0,2022-04-17
"359",7,103502026,0,0,0,4,0,0,0,0,0,2022-04-17
"360",8,103502003,0,0,0,4,0,0,0,0,0,2022-04-17
"361",9,103502027,0,0,0,4,0,0,0,0,0,2022-04-17
"362",10,103502005,0,0,0,4,0,0,0,0,0,2022-04-17
"363",11,103502016,0,0,0,4,0,0,0,0,0,2022-04-17
"364",12,103502001,0,0,0,4,0,0,0,0,0,2022-04-17
"365",13,103502002,0,0,0,4,0,0,0,0,0,2022-04-17
"366",14,103502004,0,0,0,4,0,0,0,0,0,2022-04-17
"367",15,103502006,0,0,0,4,0,0,0,0,0,2022-04-17
"368",16,103502009,0,0,0,4,0,0,0,0,0,2022-04-17
"369",17,103502012,0,0,0,4,0,0,0,0,0,2022-04-17
"370",18,103502014,0,0,0,4,0,0,0,0,0,2022-04-17
"371",19,103502023,0,0,0,4,0,0,0,0,0,2022-04-17
"372",20,103502028,0,0,0,4,0,0,0,0,0,2022-04-17
"373",21,103502015,0,0,0,4,0,0,0,0,0,2022-04-17
"374",1,103503011,0,0,0,4,0,0,0,0,0,2022-04-17
"375",2,103503023,0,0,0,4,0,0,0,0,0,2022-04-17
"376",3,103503003,0,0,0,4,0,0,0,0,0,2022-04-17
"377",4,103503018,0,0,0,4,0,0,0,0,0,2022-04-17
"378",5,103503009,0,0,0,4,0,0,0,0,0,2022-04-17
"379",6,103503022,0,0,0,4,0,0,0,0,0,2022-04-17
"380",7,103503004,0,0,0,NA,0,0,0,0,0,2022-04-17
"381",8,103503002,0,0,0,4,0,0,0,0,0,2022-04-17
"382",9,103503006,0,0,0,NA,0,0,0,0,0,2022-04-17
"383",10,103503014,0,0,0,4,0,0,0,0,0,2022-04-17
"384",11,103503017,0,0,0,4,0,0,0,0,0,2022-04-17
"385",12,103503001,0,0,0,4,0,0,0,0,0,2022-04-17
"386",13,103503005,0,0,0,4,0,0,0,0,0,2022-04-17
"387",14,103503007,0,0,0,4,0,0,0,0,0,2022-04-17
"388",15,103503008,0,0,0,4,0,0,0,0,0,2022-04-17
"389",16,103503012,0,0,0,4,0,0,0,0,0,2022-04-17
"390",17,103503013,0,0,0,4,0,0,0,0,0,2022-04-17
