"X","pop","equar","first_date","equar_date","lambdaValues","tau","beta","c","omega","theta","r","deltaA","epsT","deltaS","E0","IA0","IS0","startProjection_date","FittedTo","Convergence","fitness","distance","Geographical.Level","Geographical.Place","C0","mu","popMultiplier","area"
160,4511,"21;52;80;111;141;172;202","2020-12-11","2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.94189340499789;0.948103262717653;0.949609555593155;0;0;0;0",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1.25230214595243,"2021-06-01","Cumulative",0,0.883138859301742,3.23947033077786,"muncity","Divilacan",1,4.05479e-05,0.75,23111000
161,62752,"5;35;66;96;127;158;188;219;249;280;311;339;370;400;431;461","2020-03-27","2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.95;0.95;0.841422844781701;0.532575211469489;0.387713984997365;0.608828778109784;0.904135547543993;0.948641459620228;0;0;0.552968619650111;0.462763769497551;0.107264732673526;0.675300201193583;0.614182568067363;0.614182568067363",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",0,0.999046132881646,9.69344261080814,"muncity","Echague",1,4.05479e-05,0.75,23112000
343,23726,"15;46;76;107;137;168;199;227;258;288;319;349","2020-07-17","2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.949903253452449;0.680346722728021;0;0.636819599210009;0.906475601964908;0.0462581619824384;0.668575411802715;0.517843903846051;0.159503644331667;0.489970889824316;0.625411310252582;0.625411310252582",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",52,0.996576801566955,16.4659611317177,"muncity","Gamu",1,4.05479e-05,0.75,23113000
232,115492,"5;36;67;97;128;158;189;220;248;279;309;340;370","2020-06-26","2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.912864946527304;0.462114743493216;0.660150939490837;0.366673797156156;0.367573738482847;0.95;0.643529207825068;0.132288343423988;0.69520550886976;0;0.730440107667315;0.52645735678157;0.52645735678157",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",0,0.997328953749585,31.1625923412495,"muncity","City of ilagan ",3,4.05479e-05,0.75,23114000
162,36230,"10;41;71;102;132;163;194;222;253;283;314;344","2020-07-22","2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.683079964135327;0.732629625396691;0.720886372729621;0.528327583296155;0.424902892847737;0.567276835444048;0.657302293123298;0.1693483030481;0;0.617758304525706;0.916235092424651;0.916235092424651",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",0,0.997740521059153,15.8235193453432,"muncity","Jones",1,4.05479e-05,0.75,23115000
163,15333,"20;51;81;112;142;173;204;232;263;293;324;354","2020-07-12","2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.948828177685208;0.783974326985367;0.445022567623451;0.315300675062663;0.46378639065381;0.538059250539762;0.533717620839858;0.69188475335254;0;0.514365774258758;0.95;0.95",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",0,0.996343453617215,13.289344807762,"muncity","Luna",1,4.05479e-05,0.75,23116000
233,21117,"15;46;76;107;137;168;199;227;258;288;319;349","2020-07-17","2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.902696782805616;0.696888936215481;0.522751908605569;0.564111910708292;0.560189724171571;0.896325351982229;0.341973519514433;0.168965269767743;0.0481961824028483;0.718610244781304;0.221483140392022;0.221483140392022",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",0,0.996964265467198,6.39861969906752,"muncity","Delfin albano (magsaysay)",1,4.05479e-05,0.75,23118000
344,24166,"27;58;88;119;149;180;211;239;270;300;331;361","2020-07-05","2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.699196721123944;0.636329849926111;0.883227786041585;0.943728450488898;0.949620543453359;0.949976237160625;0.94998246491844;0.65329509722508;0.139239207111549;0.782985045331755;0.103844115989265;0.103844115989265",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",3.25314248441314,1,1,"2021-06-01","Cumulative",52,0.972671311010837,194.038433643352,"muncity","Mallig",1,4.05479e-05,0.75,23119000
234,25311,"15;46;76;107;137;168;199;227;258;288;319;349","2020-07-17","2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.831130328181749;0.869161438325987;0.362581084453459;0.95;0;0.224475136828282;0.572992185917693;0.826092813947598;0.129101987290055;0.572026069577706;0.413218428181586;0.413218428181586",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",6.27333234274009,1,1,"2021-06-01","Cumulative",52,0.995724982686242,7.52114471449077,"muncity","Naguilian",1,4.05479e-05,0.75,23120000
164,13694,"17;48;79;107;138;168;199;229","2020-11-14","2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.794914501587634;0.795933823518693;0.912102791243819;0;0;0.149253353504791;0;0",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",52,0.983315073018217,5.75763543247032,"muncity","Palanan",2,4.05479e-05,0.75,23121000
165,20517,"27;58;88;119;149;180;211;239;270;300;331;361","2020-07-05","2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.708050497881062;0.586951952302579;0.813672693636472;0.925457719083752;0.948173327129512;0.949906219743274;0.949995890775775;0.16785933621919;0;0;0;0",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",0,0.708728340252709,114.124179956174,"muncity","Quezon",2,4.05479e-05,0.75,23122000
235,19438,"12;43;73;104;134;165;196;224;255;285;316;346","2020-07-20","2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.708796183010068;0.9498326012657;0.606954859676517;0.430647106601879;0.272515767593485;0.451894705676688;0.817878729759065;0.0336624752085637;0.19756824530994;0.873303924102959;0.145920741555411;0.145920741555411",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",0,0.994505791442567,8.85489439255679,"muncity","Quirino",1,4.05479e-05,0.75,23123000
166,41816,"12;43;73;104;134;165;196;224;255;285;316;346","2020-07-20","2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.848604434375793;0.793514033834067;0.566487765152704;0.740421871621383;0.215393545534593;0.692757590548081;0.36283150784708;0.579941340676355;0;0.539229464452985;0.77678801794558;0.77678801794558",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",5.23214492032226,1,1,"2021-06-01","Cumulative",0,0.998481859875179,12.4053822033109,"muncity","Ramon",1,4.05479e-05,0.75,23124000
236,21419,"27;57;88;118;149;180;208;239;269;300;330","2020-08-05","2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.796444455163561;0.668339781390238;0.737328133488237;0;0.560469297980236;0.343847609062899;0.798555321740224;0.16469343043086;0.289289349160978;0.605070295510071;0.605070295510071",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",0,0.995766958602071,10.2051253083206,"muncity","Reina mercedes",1,4.05479e-05,0.75,23125000
237,49010,"21;52;82;113;143;174;205;233;264;294;325;355","2020-07-11","2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.522525252288011;0.829062522516638;0.487258042851839;0.669029002450651;0.30850353002506;0.888133943612993;0.302587870556246;0;0.217902593915109;0.781745141773633;0.655435684277128;0.655435684277128",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",52,0.997728386523762,24.9517091569816,"muncity","Roxas",1,4.05479e-05,0.75,23126000
167,18153,"20;51;81;112;143;173;204;234;265;296;324;355;385;416;446","2020-04-11","2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.942253738195112;0.941804235357796;0.597943972310025;0.499338406928236;0.548370190469243;0.720044344145888;0.849402307901165;0.898359663851746;0.944997592115038;0;0;0;0;0;0",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",0,0.769179878389192,131.867148810281,"muncity","San agustin",1,4.05479e-05,0.75,23127000
238,16025,"28;58;89;119;150;181;209;240;270;301;331","2020-08-04","2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.653940620992377;0.736089004681275;0.924255088527471;0.94839263953013;0.949865050331069;0.949900329344975;0.617566538431479;0.106427990037385;0.403494922034523;0.717837803567026;0.717837803567026",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",52,0.982997575549516,43.8462247148957,"muncity","San guillermo",1,4.05479e-05,0.75,23128000
345,19724,"15;46;76;107;137;168;199;227;258;288;319;349","2020-07-17","2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.892259701670528;0.673145602614693;0.817731390513633;0.927439523975887;0.948420104630025;0.949925222989922;0.949997489783656;0.567373580511266;0.284935275681664;0.354275651590696;0.750258410851612;0.750258410851612",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",6.59218588022208,1,1,"2021-06-01","Cumulative",52,0.991340413560434,143.250963585446,"muncity","San isidro",1,4.05479e-05,0.75,23129000
239,25306,"24;55;85;116;146;177;208;236;267;297;328;358","2020-07-08","2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.821342129265757;0.700619819819651;0.641979924141153;0.481667646739746;0.522390878861703;0.886539596886012;0.117556487801315;0.293245234696778;0.258548244094171;0.422371007182212;0.782097258445157;0.782097258445157",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",52,0.998132011069304,8.17877736980778,"muncity","San manuel",1,4.05479e-05,0.75,23130000
240,43930,"14;45;76;106;137;167;198;229;257;288;318;349;379","2020-06-17","2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.949998397351892;0.95;0.747928602471505;0.664315772003469;0.00333471075576069;0;0.54834364558595;0.71739553300417;0.86143309852231;0.00500767887455451;0.438214725836528;0.528623809340838;0.528623809340838",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",0,0.995698512221688,5.53116953299601,"muncity","San mariano",1,4.05479e-05,0.75,23131000
346,51176,"29;60;90;121;151;182;213;241;272;302;333;363","2020-07-03","2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.95;0.15614781691869;0.799798782729259;0.898936998080398;0;0.735963162493258;0.542039321412181;0.159130567981863;0;0.611402634822425;0.696876832857029;0.696876832857029",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",0,0.99893942018763,11.1551973023188,"muncity","San mateo",1,4.05479e-05,0.75,23132000
347,20138,"27;57;88;118;149;180;208;239;269;300;330","2020-08-05","2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.732824298449216;0.778073085110795;0.927596001598482;0.948601596113211;0.949933492200114;0.949878404641488;0.430763396811442;0;0.526101650130072;0.48237545392797;0.48237545392797",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",4.40803556873127,1,1,"2021-06-01","Cumulative",52,0.998195200128503,77.4818167826875,"muncity","San pablo",1,4.05479e-05,0.75,23133000
168,20138,"15;46;76;107;137;168;199;227;258;288;319;349","2020-07-17","2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.854634321865276;0.539023216095338;0.844990086952402;0.933753531850079;0.948069980357605;0.94254221415679;0.948885613683402;0.0595730841426001;0;0;0;0",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",2.39826334431276,1,1,"2021-06-01","Cumulative",0,0.846982716525258,154.376604882749,"muncity","Santa maria",1,4.05479e-05,0.75,23134000
348,106972,"22;53;83;114;145;175;206;236;267;298;326;357;387;418;448","2020-04-09","2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.901822802063849;0.95;0.409034579253065;0.419881626531011;0.553976520278068;0.604168410846558;0.917200647020762;0;0.0178885218782964;0.938560478263024;0.107511433373775;0.0685146524455385;0.851510427546701;0.703679255016822;0.703679255016822",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",0,0.999705758927864,32.772833422821,"muncity","City of santiago",1,4.05479e-05,0.75,23135000
241,18251,"25;56;86;117;147;178;209;237;268;298;329;359","2020-07-07","2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.863046997370007;0.949183204452053;0.949878960527071;0.570904430606101;0.0534838198566733;0.00749690852834798;0.332459088808658;0.52190546181959;0.32987302118035;0.38096899278479;0.715428162490437;0.715428162490437",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",52,0.998446470689129,4.23299279377636,"muncity","Santo tomas",1,4.05479e-05,0.75,23136000
242,53674,"29;59;90;120;151;182;210;241;271;302;332","2020-08-03","2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.461548241511399;0.595795241573463;0.859549287806647;0.43082321536414;0;0.77365093897005;0.556731008663028;0.16552477815709;0.429517053672075;0.334000709731803;0.334000709731803",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",52,0.994519232565587,24.5277609648716,"muncity","Tumauini",2,4.05479e-05,0.75,23137000
349,12212,"10;41;71;102;133;161;192;222;253;283","2020-09-21","2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.949973005807645;0.949976953445582;0.95;0.949993015347144;0.949989945005936;0.949994608845673;0;0.108916473194512;0.716500106497195;0.716500106497195",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",3.69936052293923,3.42336929944075,3.78416088623488,"2021-06-01","Cumulative",52,0.982808116227094,9.14276067961926,"muncity","Ambaguio",1,4.05479e-05,0.75,25001000
350,29807,"6;37;67;98;129;159;190;220;251;282;310;341;371;402;432","2020-04-25","2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-03-31;2021-04-30;2021-05-31;2021-06-30","0.95;0.923292237979984;0.718917230999422;0.640220666111811;0.24137890772405;0.583453524649368;0.938547557632512;0.95;0;0.526875810846221;0.165889861322889;0;0.569766711631615;0.544098794333262;0.544098794333262",5,0.325757451,0.18,0.33,0.071428571,0.0965191861894463,0.0647590078672149,0.00184910818881923,"0.0647590078672149;0.0754235927085843;0.0820816585572244;0.0910930247461755;0.068046451269424;0.0889115926505726;0.117101053403645;0.128124242913672;0.141658738428548;0.147530182353739;0.121749568772068;0.164495392852696;0.132534533507043;0.145731937662525;0.155;0.155",1,1,1,"2021-06-01","Cumulative",0,0.997156547830651,7.32562727383736,"muncity","Aritao",1,4.05479e-05,0.75,25002000
