pop,equar,first_date,equar_date,lambdaValues,tau,beta,c,omega,theta,r,deltaA,epsT,deltaS,E0,IA0,IS0,startProjection_date,FittedTo,Convergence,fitness,distance,Geographical.Level,Geographical.Place,C0,mu,popMultiplier,area
21366,4;34;65;95;126;157;187;218;248;279;310;338;369,2020-03-28,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949978397649163;0.949999121888113;0.879293502247557;0.555029623462728;0.593232241540772;0.748197648146159;0.667517545942219;0.85507421046633;0.693345720046946;0.599791143299663;0.851995882421283;0.50406151538794;0.316853406513719,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,1,0.999538305,1.642752562,muncity,Alitagtag,1,4.05E-05,0.75,41002000
76593,5;35;66;97;127;158;188;219;250;278;309,2020-05-27,2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.773436073215127;0.66936881809962;0.868112611845548;0.564981734902185;0.607211037959555;0.883604262060319;0.69726871890396;0.703234308702612;0.642089803495029;0.592764927503128;0.933735181844788,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,0,0.998471385,6.782652749,muncity,Balayan,1,4.05E-05,0.75,41003000
19136,21;52;82;113;143;174;205;233;264,2020-07-11,2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.675529740593453;0.664997630307086;0.95;0.798314036202668;0.563288094149791;0.782310896688254;0.646061369921982;0.919686337419295;0.941127043308354,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,2.968581499,1,1,2021-02-01,Cumulative,0,0.992302953,3.8420604,muncity,Balete,1,4.05E-05,0.75,41004000
278569,21;51;82;112;143;174;204;235;265;296;327;355;386,2020-03-11,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.911856189800309;0.623421027182544;0.756852273117361;0.702253921797722;0.576713732401222;0.723654030790782;0.733097318993815;0.751132881546615;0.666939675539825;0.731994248714358;0.800927038406503;0.438095447466207;0.934256654253665,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,52,0.999800856,25.23028539,muncity,Batangas city ,1,4.05E-05,0.75,41005000
77099,25;56;86;117;148;178;209;239;270;301;329;360,2020-04-06,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.788425898935915;0.64908323742161;0.550495774845482;0.610248546785643;0.743179257268018;0.786933587738623;0.911798280121861;0.394283269704422;0.813371134650039;0.453701528242957;0.93539497323805,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,0,0.997878307,17.22777192,muncity,Bauan,1,4.05E-05,0.75,41006000
69129,28;59;89;120;151;181;212;242;273;304;332;363,2020-04-03,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.948924321351825;0.95;0.434931447221506;0.329164764024785;0.718987785264634;0.832356758025607;0.797630703205806;0.777400763127078;0.588206446590136;0.676747691218955;0.699180071642092;0,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,1,0.998802834,9.855480819,muncity,Calaca,1,4.05E-05,0.75,41007000
47669,14;45;75;106;136;167;198;226;257,2020-07-18,2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.925534081549987;0.795410582919501;0.76507520131307;0.709279244438656;0.754710848671917;0.760012523537359;0.555761441206744;0.654014807284882;0,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,13.3628487,1,1,2021-02-01,Cumulative,1,0.997466713,2.068004363,muncity,Calatagan,1,4.05E-05,0.75,41008000
27685,28;59;89;120;151;181;212;242;273;304;332;363,2020-04-03,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.95;0.14187304229306;0.709404282212973;0.787480216855867;0.860556291869678;0.650302955131867;0.95;0.134305711078001;0.834494519809505;0.526804170440801;0.119329651064081,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,0,0.999048181,3.199169806,muncity,Cuenca,1,4.05E-05,0.75,41009000
44732,21;51;82;113;143;174;204;235;266;294;325,2020-05-11,2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949603815114331;0.95;0.174610882143194;0.817044203722497;0.59728302841816;0.811887520370796;0.59392494475741;0.702647627458398;0.641779258868744;0.920160096322554;0.625316527516228,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,0,0.999228525,3.051789388,muncity,Ibaan,1,4.05E-05,0.75,41010000
33310,8;39;69;100;131;161;192;222;253;284;312;343,2020-04-23,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949316989267833;0.95;0.691030062571979;0.582055845101734;0.753570278545974;0.896479737121469;0.457794487544614;0.80649536881257;0.564650715833207;0.645414655371895;0.759413419462729;0.936667357314144,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,0,0.997944888,2.485363074,muncity,Laurel,1,4.05E-05,0.75,41011000
78670,19;49;80;111;141;172;202;233;264;292;323,2020-05-13,2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949786937955509;0.642856209865569;0.578697161217855;0.848047762568835;0.384580988350106;0.939499258566377;0.735069877704961;0.752530800484116;0.569559756541794;0.624649927678627;0.922100441898758,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1.069697335,1,2021-02-01,Cumulative,0,0.996753818,13.43539425,muncity,Lemery,1,4.05E-05,0.75,41012000
44470,3;33;64;94;125;156;186;217;247;278;309;337;368,2020-03-29,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.95;0.949994256701853;0.574254513637448;0.334307128923141;0.775179989851096;0.92801301310207;0.391239502336059;0.95;0.450575307375304;0.56179304479079;0.685917323030947;0.303307458433957,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,0,0.998679728,3.32685885,muncity,Lian,1,4.05E-05,0.75,41013000
280693,18;48;79;109;140;171;201;232;262;293;324;352;383,2020-03-14,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.891839869889414;0.609502465995083;0.734799169648212;0.826172764134106;0.608073061966418;0.551791389893242;0.95;0.553913966705727;0.830471012620826;0.49051166878915;0.823515497397318;0.539493354441429;0,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,1,0.99772517,49.29843925,muncity,City of lipa,1,4.05E-05,0.75,41014000
35048,30;61;91;122;153;183;214;244;275;306;334;365,2020-04-01,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949406330914079;0.948855079461105;0.63729516565324;0.58225185837343;0.71237111988632;0.913245557366539;0.404815093972388;0.868471078341752;0.520068823879442;0.569423464619118;0.897693243460287;0.947529619722555,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,0,0.996522725,2.556983529,muncity,Lobo,1,4.05E-05,0.75,41015000
39023,4;34;65;95;126;157;187;218;248;279;310;338;369,2020-03-28,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949375313833301;0.95;0.847678516014031;0.764516298284829;0.69651795855838;0.588381089465438;0.577238769581262;0.839202076776787;0.655377054146353;0.627016077164465;0.82721945450063;0.179348198972675;0.350043198682266,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,0,0.99734071,3.508884429,muncity,Mabini,1,4.05E-05,0.75,41016000
47517,16;47;77;108;139;169;200;230;261;292;320;351,2020-04-15,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.95;0.557418135582208;0.37462250344384;0.54900163145526;0.95;0.729380582942337;0.632261070456317;0.908875498516269;0.46481723560003;0.70439357797569;0.937283475831452,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,0,0.996333889,21.9394911,muncity,Malvar,1,4.05E-05,0.75,41017000
24647,16;47;77;108;139;169;200;230;261;292;320;351,2020-04-15,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.8797440894101;0.522082868754905;0.621088460809561;0.769853074999286;0.734763836088201;0.768384543560252;0.893552203997731;0.526690642502708;0.624297224518501;0.495336299263201;0.929535034892145,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,0,0.999518213,2.856379987,muncity,Mataasnakahoy,1,4.05E-05,0.75,41018000
113255,10;40;71;101;132;163;193;224;254;285;316;344;375,2020-03-22,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.893395572663476;0.685252579808231;0.836149515493762;0.82762339748676;0.561954030259765;0.581532491827417;0.95;0.95;0.929032889599085;0;0.363770319582394;0.95;0.87756809054003,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,0,0.968100847,46.73886229,muncity,Nasugbu,1,4.05E-05,0.75,41019000
40790,29;60;90;121;152;182;213;243;274;305;333;364,2020-04-02,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.95;0.725545908737316;0.43930164785296;0.390408811003013;0.95;0.95;0.80734604195006;0;0.700326595817824;0.559719380005576;0.942634176039423,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,0,0.983225393,12.74163331,muncity,Padre garcia,1,4.05E-05,0.75,41020000
98606,18;49;79;110;141;171;202;232;263;294;322;353,2020-04-13,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.95;0.544353854204959;0.467161563284781;0.658452474763091;0.90298630448549;0.585767230054658;0.761345231492435;0.562375163174434;0.815152440136901;0.48008600623589;0,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,1,0.999636337,3.603192583,muncity,Rosario,1,4.05E-05,0.75,41021000
65001,19;50;80;111;142;172;203;233;264;295;323;354,2020-04-12,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.861241414609199;0.508005523585292;0.697318299180213;0.686997708741213;0.822129087210457;0.633489854049344;0.788341596039655;0.41643711608839;0.714675748799197;0.836107553639125;0.943101033106478,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,1,0.999624489,3.777656244,muncity,San jose,1,4.05E-05,0.75,41022000
91699,20;51;81;112;143;173;204;234;265;296;324;355,2020-04-11,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.947244302146034;0.614956386659077;0.371779109660521;0.638511924582966;0.95;0.95;0.666918801929759;0;0.751889869017036;0.633244745660165;0,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,0,0.983380547,18.53237645,muncity,San juan,1,4.05E-05,0.75,41023000
27992,13;44;75;105;136;166;197;228;256;287,2020-06-18,2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.877982204880577;0.58910610431714;0.899023635866027;0.497831358850698;0.775884632944134;0.807071090721818;0.694755591229476;0.774351391001457;0.418897603337989;0.940710121064519,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1.114609188,1.066054315,2021-02-01,Cumulative,52,0.994536692,5.399583066,muncity,San luis,1,4.05E-05,0.75,41024000
19105,16;47;77;108;138;169;200;228;259,2020-07-16,2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.777210795175241;0.721548802431587;0.631943898686322;0.853924415035927;0.95;0.446274138223251;0.382269647791998;0.814905178805412;0.948284851488927,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,52,0.996976716,1.664757637,muncity,San nicolas,1,4.05E-05,0.75,41025000
55250,30;61;91;122;153;183;214;244;275;306;334;365,2020-04-01,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.91272125073241;0.50113363386156;0.37975811224111;0.766694201295947;0.689838933349498;0.826843437037164;0.636133684225026;0.707392900148786;0.774322533045285;0.615488296567012;0.900186358034013,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,52,0.999432777,6.671901791,muncity,San pascual,1,4.05E-05,0.75,41026000
17841,9;40;70;101;131;162;193;221;252,2020-07-23,2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.88778105636853;0.64928623217966;0.908001762197512;0.494317004049689;0.749086259657839;0.817834422029092;0.635143013937867;0.547314268658947;0.243882516919902,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,1,0.995680388,1.467875635,muncity,Santa teresita,1,4.05E-05,0.75,41027000
151872,2;32;63;93;124;155;185;216;246;277;308;336;367,2020-03-30,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.947718426045432;0.95;0.637211662697177;0.565452003641055;0.594033847698075;0.651486078489756;0.760526819170524;0.783089948069235;0.877409436744675;0.547812096883524;0.73994556664043;0.53803504078323;0.331275956638255,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,52,0.999842415,10.74194567,muncity,Santo tomas,1,4.05E-05,0.75,41028000
47566,21;52;82;113;144;174;205;235;266;297;325;356,2020-04-10,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.95;0.880071832947962;0.10784521550169;0.62924044894917;0.765453552565007;0.705448973826149;0.787926980708125;0.95;0.599732738704988;0.351902661008317;0.587379245540061,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,0,0.998032494,5.214802562,muncity,Taal,1,4.05E-05,0.75,41029000
38257,2;32;63;94;124;155;185;216;247;275;306,2020-05-30,2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.95;0.400005909225663;0.429864629953243;0.95;0.8457451176625;0.526547976523171;0.674282185751035;0.81296283683984;0.453313337210395;0,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,1,0.998651926,6.926588157,muncity,Talisay,1,4.05E-05,0.75,41030000
146402,11;41;72;102;133;164;194;225;255;286;317;345;376,2020-03-21,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.90123318540118;0.949410626184488;0.627097626153286;0.548102264824246;0.578010906595502;0.639327854401073;0.835727425698854;0.731862577557909;0.755082071042773;0.682954645809505;0.75750354200925;0.551744895913606;0.6636577043609,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,1,0.999703287,14.80193516,muncity,City of tanauan,1,4.05E-05,0.75,41031000
32097,13;43;74;105;135;166;196;227;258;286;317,2020-05-19,2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.95;0.377687232021585;0.516936252082607;0.95;0.95;0.95;0.95;0.95;0.95;0.95,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,0,0.963832766,21.02371327,muncity,Taysan,1,4.05E-05,0.75,41032000
36939,7;37;68;99;129;160;190;221;252;280;311,2020-05-25,2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.896740232562895;0.95;0.518508455867957;0.715202358949341;0.704421954430969;0.799282527346614;0.725621715940968;0.803188294946852;0.747351569074973;0.272814991782635;0.932653109354242,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,0,0.998959695,1.326684934,muncity,Tuy,1,4.05E-05,0.75,41034000
44510,5;35;66;96;127;158;188;219;249;280;311;339;370,2020-03-27,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.95;0.949974550499597;0.755751096705706;0;0.715017524273773;0.95;0.861654273401918;0.204999854693705;0.868721879199428;0.641927075683808;0.399121644059979;0.232192981693959,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,0,0.994927539,7.14666742,muncity,Alfonso,1,4.05E-05,0.75,42101000
32325,4;34;65;96;126;157;187;218;249;277;308,2020-05-28,2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949704031430232;0.822693104459412;0.437795894269567;0.788274781592699;0.775049066804806;0.69916385354993;0.880991340727542;0.409876100664685;0.916324259927008;0.28499483023973;0,5,0.434343268,0.18,0.33,0.071428571,0.08811129,0.065107651,0.00172278,0.0651076505948877;0.0754447177257908;0.0822248195766312;0.091154113781896;0.0678096876403215;0.0888995509395148;0.11711352014067;0.12816448793823;0.142164325170719;0.147818021611093;0.124399590401892;0.179885123390889,1,1,1,2021-02-01,Cumulative,0,0.998722903,4.900991669,muncity,Amadeo,2,4.05E-05,0.75,42102000
