pop,equar,first_date,equar_date,lambdaValues,tau,beta,c,omega,theta,r,deltaA,epsT,deltaS,E0,IA0,IS0,startProjection_date,FittedTo,Convergence,fitness,distance,Geographical.Level,Geographical.Place,C0,mu,popMultiplier,area
65686,8;39;69;100;131;161;192;222;253;284;312;343,2020-04-23,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.907783533866443;0.749548927534315;0.286144929461563;0.369558399721025;0.645127951080779;0.357322091746467;0.55807704584019;0.48418431130631;0.95;0.0174414083880023;0;0,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.954987614,1.074909442,muncity,Calabanga,1,4.05E-05,0.75,51708000
19073,10;41;71;102;132;163;194;222;253,2020-07-22,2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.273140678353306;0.76423926899277;0.579109961026314;0.543584495001476;0.208861643974664;0.95;0.95;0.95,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,8.236368102,1,2021-02-01,Active,0,0.874221533,2.144639879,muncity,Camaligan,-2,4.05E-05,0.75,51709000
27063,1;31;62;93;123;154;184;215;246;274;305,2020-05-31,2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.678004020328748;0.79381622304325;0.343974142841428;0.565496881249482;0.353735538752094;0.164163487202835;0.758682411074821;0.481459944943291;0.602120079002043;0.298760013955805;0.298760013955805,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1.835517219,1,2021-02-01,Active,0,0.917978119,2.037599005,muncity,Canaman,-1,4.05E-05,0.75,51710000
50080,21;52;82;113;143;174;205;233;264,2020-07-11,2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.903669332987742;0.82615393768634;0.00138849212541424;0.253955951227761;0.276861564750662;0.354955479323354;0.95;0.781836670275783;0.781836670275783,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,1,0.962917995,1.29629498,muncity,Goa,1,4.05E-05,0.75,51715000
88409,22;53;84;114;145;175;206;237;265;296,2020-06-09,2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.530089837482235;0.499319704420933;0.33325560439154;0.141802311811687;0.43214026565725;0.95;0.241397500031605;0.773235398174198;0.499416924818841;0.499416924818841,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.972719913,8.355332255,muncity,City of iriga,-3,4.05E-05,0.75,51716000
43876,31;62;92;123;153;184;215;243;274,2020-07-01,2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0;0.19824631338185;0.647525710351957;0.73593058801574;0.0171332617320048;0.593569992747655;0.760423268837739;0.760423268837739,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,1,0.922678691,1.676946971,muncity,Lagonoy,-2,4.05E-05,0.75,51717000
86005,23;54;84;115;146;176;207;237;268;299;327;358,2020-04-08,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.946962941737971;0.928363381981283;0.0254037383197859;0.208555915962353;0.398588162185194;0.611268750816239;0.265867740766941;0.520115791727415;0.651942072730121;0.525137420254691;0.894059689956586;0.894059689956586,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.823867549,1.548672824,muncity,Libmanan,1,4.05E-05,0.75,51718000
20326,23;53;84;114;145;176;204;235,2020-08-09,2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.270320925967851;0.95;-1.11022302462516e-16;0.677173715460856;0.819844280132866;0;0;0,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.435342814,2.956685811,muncity,Magarao,1,4.05E-05,0.75,51720000
24644,15;45;76;106;137;168;198;229;259;290;321;349;380,2020-03-17,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.799743052521982;0.95;0.00255782677366728;0.250565608587947;0.264303888052916;0.452325687171492;0.493303849303103;0.562983952474781;0.363009917459394;0.771026903476621;0.107327637709842;0.107327637709842,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.843795345,1.415044677,muncity,Milaor,1,4.05E-05,0.75,51721000
66351,30;61;92;122;153;183;214;245;273;304,2020-06-01,2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.819746665160696;0.0107392154368444;0.600496266673827;0.386661547070189;0.3573972337382;0.439708804128861;0.670032335788768;0.550461985666923;0.493568750090839;0.493568750090839,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.965017225,2.339671448,muncity,Nabua,0,4.05E-05,0.75,51723000
155053,13;43;74;104;135;166;196;227;257;288;319;347;378,2020-03-19,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.9495092992706;0.758838015583872;0;0.213972084763012;0.76298882341424;0.53372148570204;0.95;0.925800824000534;0;0;0.735254576580691;0.95;0.95,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1.449601985,1,2021-02-01,Active,0,0.902677777,4.799833259,muncity,City of naga,1,4.05E-05,0.75,51724000
38788,6;36;67;97;128;159;189;220;250;281;312;340;371,2020-03-26,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949914356786108;0.949981513817218;0.949916900310244;0.0953306113957856;0.202951702482962;0.290169079257753;0.185293433087533;0.379808540242096;0.500916652637861;0.579266092268133;0.806669025502077;0.547042549629278;0.547042549629278,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.952963174,1.059586768,muncity,Pasacao,1,4.05E-05,0.75,51727000
70838,19;49;80;110;141;172;202;233;263;294;325;353;384,2020-03-13,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.87534082202988;0.538561389200495;0.516005785043291;0.462948670777495;0.555697715369721;0.579767785287914;0.0947986964380366;0.4674939741413;0.603384187288204;0.420449500649949;0.784840980930007;0.118203266936276;0.118203266936276,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.926890368,3.471931289,muncity,Pili ,1,4.05E-05,0.75,51728000
27890,25;56;86;117;147;178;209;237;268,2020-07-07,2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.566151003213515;0.453269027411262;0.490654142192752;0.569394425614598;0;0.581358953758499;0.95;0.95;0.95,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.97820109,2.17618025,muncity,San fernando,1,4.05E-05,0.75,51732000
32135,7;37;68;99;129;160;190;221;252;280;311,2020-05-25,2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.943651192961234;0.95;0.00398863496446784;0.83010994985157;0.44726495004635;0.243303003744455;0.376640705238591;0.0327516241267444;0.95;0.478455511801004;0.478455511801004,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,1,0.850707541,1.952688345,muncity,San jose,0,4.05E-05,0.75,51733000
51304,3;34;65;95;126;156;187;218;246;277,2020-06-28,2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.908922010312153;0.310447497262733;0.863259593878845;0.94521391647072;0;0;0.000143082364815444;0.783717746962557;0.95;0.95,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.970981657,2.03326443,muncity,Sipocot,-2,4.05E-05,0.75,51734000
43725,27;57;88;119;149;180;210;241;272;300;331,2020-05-05,2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.46626975929255;0.467496691196836;0.272564344386731;0.41606323212343;0.206001845755902;0.805232011242949;0.742429988033161;0.520541439891578;0.371069405097506;0.371069405097506,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.933958972,1.872659249,muncity,Tigaon,0,4.05E-05,0.75,51736000
53456,29;60;91;121;152;182;213;244;272;303,2020-06-02,2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.753700362393125;0.95;0.209597945265372;0.00819785765662045;0.231547700887554;0.339651260815541;0.756727936479012;0.95;0.95;0.95,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1.10407535,1.044763889,2021-02-01,Active,52,0.939098653,1.678009506,muncity,Tinambac,1,4.05E-05,0.75,51737000
57776,30;61;91;122;152;183;214;242;273,2020-07-02,2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.413092888676174;0.369812194945689;0.618091520695604;0.553855888639285;0.235650939609067;0.472126766443176;0.710110910902458;0.386420654827275;0.386420654827275,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.956182663,2.334476861,muncity,Virac ,1,4.05E-05,0.75,52011000
67862,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949873865481398;0.949707910539623;0.52422862551011;0.398256001748009;0.271070695799086;0.156409314437311;0.271713632817688;0;0.35998561079853;0.640021774952054;0.802581055601465;0.95;0.95,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.968677395,6.333158923,muncity,Aroroy,1,4.05E-05,0.75,54101000
